Topic,Sentiment,TweetId,TweetDate,TweetText
,0,acclivityhealthcare.com,," | acclivity, hospital jobs, healthcare jobs"
,0,fabergent.com,,", fabergent, training, consulting, it services, it talent management"
,0,centrepeople.com,,", Import, Export, Japan, Japanese, Trading, German, Spanish, Russian, French, Italian, Mandarin, Cantonese, Multilingual, Supply Chain, Jobs, JET, Commodities, Staff, Sales Admin, Logistics"
,0,careo.jp,,",,,,,,,,careo,haken"
,0,havelsan.com.tr,,",simlasyon,hava elektronik,aviyonik,f-16,cougar,skorsky"
,0,unitis.at,,",Startseite,"
,0,intervia.fr,,"!A Intervia,portage salarial,freelance,missions,consultants,jobs,emploi,cration d'entreprise,Paris"
,0,istcl.com,,".NET,.NET 2003,.NET 2005,.NET 2008,Acrobat,Acute Care,Admission Discharge Tracking,ADT,ALC,Alternative Level of Care,Analysis,application design,application development,application hosting,application management,Architecture,ARR/EC,ARREC,ASP,ASP.NET,Availability Management,B2B,BA,benchmarking,BPI,BPR,budget,budgeting,Business Analysis,Business Analyst,Business Case,Business Case development,business consulting,business consulting services,business process improvement,business process reengineering,business requirements,business solutions,C Sharp,C#,C++,call center,Canada,Canadian,Cancer Care Ontario,Capacity Management,CCAC,CCI,CCIM,CE,Change Management,Charitable Sector,CHRIS,Christopher Currie,Chronic Care,City of Hamilton,Client Health and Related Information System,Client Registry,Cloud Computing,COBIT,Collaboration,Collaboration Tool,Common Assessment,Common Assessment Tool,Community Care,Community Care Access Centre,Complex Continuing Care,consultancy,consultant,consulting,consulting firms,content hosting,content management,contingent search,controlling costs,Cost Benefit Analysis,Critical Incidents System,CRM,Crystal,Currie,Custom Developed Solution,Custom Solutions,customer relationship management,database design,Desktop publishing,DICOM,Doctor,Document Management,e-business,e-business consulting,,ecommerce,e-commerce,EDI,EDMS,EDRS,e-government,eHealth,E-health,Electronic Data Interchange,Electronic Document Management System,Emergency Department Reporting System,EMPI,enterprise architecture,Enterprise Knowledge Management,enterprise solutions,Environment,executive search,extranet,File Manager,financial,fiscal,Flash,GAP/SWOT analysis,GMDN,government,Government of Ontario,GTA,GTTA,Hazardous waste,Health,health care,Health Informatics,Healthcare,help desk,HIAL,HL7,HOBIC,Home Care,Home Care Database,Hosting,HRIS (HR),HTML,I.T.,I.T. consulting,I.T. solutions,ICD-10,ICD-9,ICNP,IIBA,Informatics,information architecture,information design,information management,information security,information technology,Information Technology Infrastrcuture Library,Infostructure,infrastructure,Infrastructure ontario,insurance,Integration,International Institute of Business Analysis,internet,Interoperability,interoperable,InterRAI,intranet,IO,iserv,Iserve,ISTCL,IT company,IT consulting,IT consulting services,IT management,IT Recruiting,IT reducing costs,IT solutions,IT staffing,IT strategy,itcl,ITIL,JAD,Java,JDBC,Joint Application Development,JZEE,Knowledge Management,Lean Process,legal,LHIN,Limehouse,Local Health Integration Network,LOINC,Long-Term Care,ltchomes.net,Macromedia,managed services,manufacturing,mapping,MDS-HC,Mental Health,Methods & Standards,Metrolinx,Microsoft Sharepoint,Microsoft SQL Server,Mining,mining cooper,mining sector ,mining solutions,ministries,ministry,MIS (Financial),Mobile Development,MOE,MOHLTC,MS Sharepoint,MS SQL,Municipal Sector,MySQL,network,new technology,non profit,non-profit,Not-for-profit,Nurse,ODBC,OHRS,Ontario,Ontario Assessment of Need (OCAN),Ontario Association of Community Care Access Centres,operations,OPS,Oracle,organization design,organizational design,outsourcing,PALM,palm,Partnership Building,Patient Registry,Paul Savic,pda,PDF,Performance management,performance measurement,Performance reporting,PHI,PIA,planning,PM,PMI,PMO,PMO2GO,power builder,Pranckevicius,Preston,Privacy Impact Assessment,problem-solving ,process design,process reengineering,product support,Program Evaluation techniques,project management,Provider Registry Public Health,Public Reporting,Public Reporting on Long-Term Care,public sector,quality,R&D,RAI-HC,RAI-MDS 2.0,RAI-MH,Rational Unified Process,Records Management,recruiting,recruitment,reducing spending,re-engineering,Release Management,Reporting Services,Requirements documentation,Requirements elicitation,Requirements validation,Research and Development,retained search,Robert Preston,Ron Pranckevicius,RUP,SAN,Savic,security,server,Service Management,Service Oriented Architecture,SharePoint ,Silverlight,Six-Sigma,SNOMED,SOA,software,Specifications,SQL,SQL 2005,SQL 2008,SQL Server,staff augmentation,staffing,staffing service,Stakeholder Management,Standards,Strategy,supply chain,system architecture,system development lifecycle,system integration,system management,system modelling,systems implementation,systems integration,systems management,technical,technical architecture,technical consulting,technical services,technical solutions,technical staffing,technical support,technology,technology consulting,Time & Motion,Town of Oakville,TQM,TRA,Treat Risk Assessment,Ucreate,Uengage,value,VB,vendor of record,virtual web host,virtualization,visual basic,visual studio,Wait Times,Wait Times Information System,WCF,web Design,web development,web hosting,Web Services,WebIntensity,website development,Websphere,wireless,wireless solutions,workflow,WPF,WTIS"
,0,melbourneit.com.au,,{{head.getMetaKeywords()}}
,0,decisionone.com,,"3COM,A+ certified,Acer,acquisition,adding computers,addingIT,addingsystems,advanceexchange,advice,agent,airline,airport,AIX,Alamo,Alienware,Allscripts,Alpha,American Airlines,American Express,Anacomp,Apple,AS/400,AS400,ASCDI,assessing sites,assessment,asset disposition,asset management,AT&T,auditing sites,backline support,badged employee,bench technicians,Best Buy,Bill Comfort,Bill Harrison,blade servers,blades,blood-borne pathogen,Bloomington,break fix,bridges,Brocade,Brookhaven National Laboratory,Brother,business critical,business process,Business Process Outsourcers (BPOs),business services,business value,call center,call home,Canada,Canada Post,Canon,career search,careers,Casual Male,CD drive,CDW,certified disposal,certified IT disposal,CGI,changing computers,Chrysler,CISCO,Clarion,Clarion,classroom,Claude Thornton,CMOS,college,Columbus,Comark,commercial enterprises,COMMON,communications,Compaq,competitive strategy,CompTIA,computer adds,computer changes,computer disposal,computer hardware maintenance,computer imaging,computer installation,computer jobs,computer maintenance,computer moves,computer redeployment,computer refurbishment,computer resale,computer transportation managing,computer warehousing,concentrators,consultant,contractor jobs,core business,Coretronic,CRM,CRT repair,CSC,customer care jobs,Customer relationship manager,customer relationships,customer service,customer service and loyalty,customer service engineer,customer service technician,customer support jobs,D1,DASD,data and software migration,data center,data destruction,data migration,DEC,DecisionOne,DecisionOne Corporation,de-installing disks,Dell ,departmental servers,deployment,depot repair,deskside support,desktop ,desktop support,developing kiosks,Devon,digital imaging,Dimension Data,direct attached storage,disaster recovery,discovery, discovery assessment,disk de-install,disk drives,disk storage,disk-wipe,dispatch,disposing computers,diversity,DOD 5220.22M,dot matrix printer,drives,drug testing,DVD drive,EDS,education,EHR,electronic health record,electronic medical record,Eleven,EMC,EMR,end of service life,engineers,Enterasys,enterprise servers,EOSL,Epicor,Epson,equal opportunity,Escon,ESD-certified,Facebook,facility repair,FDDI,Federal,Fermilab,fibre channel,Ficon,field service engineer,field service technician,field support,field support,finance jobs,find a job,Fiserv,Force10,forward logistics,forward reverse logistics,Forward stocking locations,FSL,Fujitsu ,Gateway,gigabit ethernet,Glodyne,Glodyne Technoserve,GMAC,Goodyear,Google,GPC-NAPA,graphics workstation,Grove City,GSA,GSA schedule,hardware services,hardware support,HAZMAT,HCL,healthcare,help desk,high vailability,high end servers,high volume printer,Hilton,HIPAA,Hitachi,homeland security,host bus adapters,HP,HP3000,HP9000,HPC,HP-UX,Hubs,IBM,IER,IMAC,imaging computers,imaging IT,imaging systems,Information Technology Outsourcers (ITOs),infrastructure services,Ingenico,ink jet,inkjet printer,Insight,installing computers,installing IT,installing kiosks,installing software,installing systems,installs,integration and staging,international,Invensys,inventory management,inventory management,inventory planning,IP address,iPad repair,IPC-certified,iSeries,iserver,iserver,ISO 001:2000,ISO-certified,IT changes,IT consulting,IT imaging,IT installation,IT inventory management,IT jobs,IT maintenance,IT moves,IT refurbishment,IT services,IT specialist,IT support,IT transportation management,IT warehousing,Janam,job,jobs,Johns Hopkins Medicine,Jones Apparel Group,Juniper,K-12,kiosk ,kiosk development,kiosk Installation,kiosk maintenance,kiosk repair,knowledgebase,LabCorp,LAN,Laptop,laser jet,laser printer,LCD repair,Lean engineering,Lehigh Valley Health Network,Lenova,Lexmark,libraries,lifecycle support,lifecycle support services,LinkedIn,Linksys,Linux,Lockheed Martin,logistics services,logistics support,Logisys,Lululemon Athletica,mainframe,maintaining computers,maintaining IT,maintaining kiosk,maintaining kiosks,maintaining systems,maintenance,managed services,managerial jobs,managing computer transportation,managing inventory,managing IT transportation,managing projects,managing transportation,managing transportation,Marc Krasuski,medium business,Metrologic,Microsoft,Microsoft,midrange,midrange servers,migrating data ,migrating data and software,migrating software,migration,Minneapolis,MIPS,mission critical,monitor,Motorola,moving computers,moving IT,moving systems,NAS,National,NCR,Netgear,Netra,network attached storage,networking and communications,next business day,Nick Sharma,NMS selection,Norfolk Southern,Nortel Networks,Northboro,Northrop Grumman,OEM services,Okidata,onsite computer support,onsite IT support ,onsite support services,onsite system support,Ontario,operations,optimizing IT performance,Optoma,Oracle,original equipment manufacturer,OS,OS400,OSHA,outsourcer services,outsourcing,Overland Storage,Panasonic,parts management,parts procurement,patient record,pc,PDA repair,photo imaging repair,Pinnacle Computer Group,planning inventories,plasma repair,point of sale machines,POS repair,post warranty computer support,post warranty IT support,post warranty repair,post warranty support,Poway,Poweredge,printers,production printer,project management,pSeries,pserver,public sector services,Publix,QuadraMed,redeploying computers,redeploying IT,re-deploying IT,RedHat,refurbishing computers,refurbishing IT,remarketing,remote diagnosis,remote service desk,remote service support,remote servicing ,remote servicing support,remote support,RentACenter,repairing depots,repairing kiosks,reseller services,reselling computers,Restoration Hardware,retail,reverse logistics,Richmond,Ricoh,RoHS,rollout,routers,RS/6000,RS600,Sabre Holdings,sales jobs,same day support,Samsung,SAN,San Diego,SANs,school,Scott Gaul,search jobs,security,security clearance,server,service level agreement,service processor,servicing technology,Servigistics,Sharp,Siemens,silos,single point of contact,site assessment,site audit,Six Sigma,SLAs,small business,SMB,software installation,software migration,Solaris,Sony,Southwest Airlines,specialty,SPOC,Sports Authority,Staples,Steve Lack,STK,Stony Brook University,storage,storage area networks,strategic change,strategy,SUN,supply chain management,supply chains,support desk,supporting computer lifecycle,supporting computers on site,supporting computers onsite,supporting computers on-site,supporting computers post warranty,supporting IT,supporting IT Lifecycle,supporting IT on site,supporting It onsite,supporting IT on-site,supporting logistics,supporting systems on site,supporting systems onsite,supporting systems on-site,supporting technology,switches,Symmetrix,system changes,system imaging,system installation,system integrator,system maintenance,system moves,system technician,systems installation,systems service representative,systems support engineer,systems warehousing,tape drives,tape storage,TAT,TE Connectivity,tech support,technical support engineer,technicians,technology jobs,technology management,technology rollout,technology services,technology support,technology support jobs,temporary jobs,Tier 1,Tier 2,Tier 3,Time on task,Toronto,Toshiba,transportation management,Tru64-Unix,TSA,Tulsa,Twitter,United Airlines,university,UNIX,UPS,US Airways,VAR,variable workforce jobs,VAX,vendor-agnostic,vendor-neutral,Verifone,Vista,Vitera,VoIP,VPN,WAN,warehousing,warehousing computers,warehousing iT,warehousing systems,warranty management,white boxes,Windows,Wintel Servers,wiping disks,wireless,wireless repair,workgroup servers,workgroup support,Worldspan,Xerox,xSeries,YouTube,ZOS,zSeries,zserver, Cloud Computing,IT Service Management,ITSM,Managed Print Services,End User Support,IT Help Desk,End User Help Desk,Windows Migrations,Windows 7,Windows 8,Remote Infrastructure Managed Services,Remote Infrastructure Services,Server Monitoring,Server Management,Network Monitoring,Network Management,Application Monitoring,Application Management,Mobile Device Management,MDM,Microsoft Surface,Surface,Office 365,Public Cloud,Private Cloud,Hybrid Cloud,Managed Hosting,Virtual Desktop,VDI,3M,Certified Technicians,Financial,Global,Hospitality,Labor Only Services,Monthly Maintenance Service,Multi Function Printers / Devices ( MFP or MFD ),North America,OEM Certified,Partners,Part Repair,Per Incident Services,Smart Hands,Subcontracting Services,Temporary Services ( Temp),Training,Variable Worker ( Workforce )"
