product_id	product_name	original pattern	token and separated token	detected_language	confidence_score	translated_language 
6914	PeopleSoft Manufacturing	['"PeopleSoft Enterprise Manufacturing"']	manufacturing	en	1	manufacturing
4788	Numara Software	['Numara']	numara	tr	0.73828125	number
8629	Cisco XR 12000	['"XR 12000"']	xr	en	0.517509698868	xr
8861	TippingPoint	['HP AND TippingPoint', '"TippingPoint S10"', '"TippingPoint S110"', '"TippingPoint S330"', '"TippingPoint S660N"']	tippingpoint s n	en	0.163397789001	tippingpoint s n
344	O-Matrix	['"O-Matrix"']	matrix	en	0.945098042488	matrix
343	Nuance	['"Nuance PDF"', '"Nuance Communications"']	communications	en	0.921875	communications
8800	Tibco ActiveSpaces	['Tibco AND ActiveSpaces']	activespaces	en	0.821705400944	activespaces
4779	Interactive Intelligence	['"Interactive" AND Optimizer', '"Interactive" AND Tracker', 'Interactive AND "Customer Interaction Center"']	center	en	0.914728701115	center
349	OPIN	['"REVEAL Enterprise"', '"OPIN Systems"']	systems	en	0.98046875	systems
663	SAP Sales	['"SAP 360 Customer"']	customer	en	0.96875	customer
6848	CA Panvalet	['Panvalet']	panvalet	bg	0.999441564083	Panvalet
6849	CA PDSMAN	['PDSMAN']	pdsman	ht	0.963887035847	pdsman
7041	Moxie Software	['"Spaces by Moxie"', '"Moxie Spaces"']	moxie spaces	en	0.718146026134	moxie spaces
6843	CA Opera	['Computer AND Opera']	opera	en	0.46875	opera
6846	CA PanAudit	['PanAudit']	panaudit	lt	1	panaudit
6847	CA Panexec	['Panexec']	panexec	el	0.999997794628	Panexec
6845	CA PanAPT	['PanAPT']	panapt	ceb	1	panapt
5266	HP LaserJet	['"HP LaserJet"']	laserjet	en	0.552941203117	laserjet
6795	CA Deliver	['"Unicenter Deliver"']	deliver	en	1	deliver
6659	Apple OS X Mountain Lion	['OS AND "Mountain Lion"']	lion	en	0.769230782986	lion
4735	Adobe InDesign	['"InDesign CS6"']	cs	en	0.468253970146	cs
6656	BridgeHead MEDITECH Backup	['BridgeHead AND MEDITECH']	meditech	en	0.747035562992	meditech
4738	Adobe Premiere	['"Premiere Elements"']	elements	en	0.94921875	elements
6654	BridgeHead Software	['"BridgeHead Software"']	software	en	0.736000001431	software
6652	Atempo	['"Time Navigator"']	navigator	en	0.633858263493	navigator
195	Esker	['FlyDoc']	flydoc	en	0.686046540737	flydoc
6591	Nirvanix	['"Cloud Sideloader"']	sideloader	en	1	sideloader
8608	Cisco 3750X	['Cisco AND 3750X']	and	en	1	and
6988	AT&T TopLineISV	['TopLineISV']	toplineisv	hr	0.484251976013	toplineisv
