product_id	product_name	original pattern	token and separated token	detected_language	confidence_score	translated_language 
15906	Paychex Flex	['"via Paychex Flex"', '"Paychex Flex" system', '"Paychex Flex" Software', '"Paychex Flex" payroll']	payroll	en	0.976653695107	payroll
15907	BrightPay	['BrightPay Payroll']	payroll	en	0.976653695107	payroll
14676	AppLift	['AppLift']	applift	mt	0.80595511198	applift
15905	ADP RUN	['"ADP RUN"']	run	en	0.968503952026	run
15391	ABB Decathlon	['"ABB\'s Decathlon"', '"ABB Decathlon"', '"Decathlon DCIM"']	dcim	en	1	dcim
15903	ActivityHD	['activityhd']	activityhd	en	0.609375	activityhd
15900	Adver-Online HROffice	['"HROffice Recruitment"']	recruitment	en	0.949806928635	recruitment
15548	Grovo	['Grovo', '"grovo platform"']	platform	en	0.906614780426	platform
15466	Azalead	['Azalead', '"with Azalead"']	with	en	1	with
8903	Microsoft Dynamics SL	['"Solomon IV"']	iv	en	0.565217375755	iv
15612	NCR Counterpoint	['"Counterpoint POS"', '"NCR Counterpoint"']	ncr	en	0.948818922043	ncr
15613	eWorkOrders	['eWorkOrders']	eworkorders	af	0.999984681606	eworkorders
15610	Azzier CMMS	['Azzier']	azzier	mt	0.659968793392	azzier
15611	HCSS Equipment360	['Equipment360']	equipment	en	0.98046875	equipment
15614	FastMaint CMMS	['FastMaint CMMS']	cmms	en	1	cmms
15615	Fiix CMMS	['Fiix CMMS', '"Maintenance Assistant CMMS"']	assistant	en	0.9296875	assistant
15619	iOFFICE	['iOFFICE space', 'iOFFICE facilit*']	facilit	en	1	facilit
12700	Akamai CDN	['Octoshape']	octoshape	en	1	octoshape
15759	UL OHM	['"ehs sustainability" OHM']	ohm	en	0.474308311939	ohm
15758	Office Practicum	['"Office Practicum" EMR', '"Office Practicum" EHR']	ehr	de	0.96875	Honest
15753	CollaborateMD	['CollaborateMD']	collaboratemd	en	0.616600811481	collaboratemd
15752	athenaClinicals	['AthenaClinicals']	athenaclinicals	en	0.5390625	athenaclinicals
15751	Viewpoint Vista	['"Viewpoint Vista"']	vista	es	0.291338592768	view
15750	UDA ConstructionSuite	['ConstructionSuite']	constructionsuite	en	0.548638105392	constructionsuite
15757	MedicsPremier	['MedicsPremier', '"Advanced Data Systems" AND EHR', '"Advanced Data Systems" AND EMR']	emr	tr	0.76171875	Order
15756	InSync Healthcare	['"InSync Healthcare"']	healthcare	en	1	healthcare
15755	Insight EMR	['"Clinicient EMR"', '"Insight EMR"']	insight	en	0.98828125	insight
15754	Canvas Solutions	['"Canvas mobile apps"']	apps	en	0.6796875	apps
15854	Cisco UCS Manager	['"Cisco UCS Manager"', 'Cisco "UCS Manager"']	manager	en	0.813953459263	manager
15855	Lenovo Flex System Blade Servers	['Implements "Lenovo Flex system"', '"IBM Blade Servers"', 'Experience "IBM blade servers"']	experience	en	1	experience
15857	Unspecified Data Management Platform	['"Data Management Platform"']	platform	en	0.906614780426	platform
15850	Cryptzone	['Cryptzone']	cryptzone	en	0.828125	cryptzone
15851	Ayasdi	['Ayasdi']	ayasdi	so	0.998789787292	ayasdi
15852	Huawei Server	['"Huawei Server platform"', '"FusionServer"']	fusionserver	en	0.575875461102	fusionserver
15858	Unspecified Demand Side Platform	['"Demand Side Platform"']	platform	en	0.906614780426	platform
15537	CourseGenius	['CourseGenius']	coursegenius	en	0.94140625	coursegenius
15536	Configio	['Configio']	configio	en	0.665354311466	configio
15535	Capabiliti	['Qustn LMS', 'Capabiliti LMS']	capabiliti	en	0.94140625	capabiliti
15534	BlueVolt	['BlueVolt']	bluevolt	hi	0.999280631542	Bluevolt
15533	BIStrainer	['BIStrainer']	bistrainer	sl	0.23046875	bistrainer
