product_name	cross_lob_exec	dev_analyst	ent_cloud_arch	finance	it_exec	it_in_lob	it_ops	marketing
JD Edwards	-0.275243471717	0.884324597408	-2.39807811985	1.9189773101	1.07177598318	-0.391576327266	-0.454344636978	-0.355835334876
VMware (Unspecified Product)	-0.0828418840935	-0.574030818298	0.953084585142	-1.11713600627	1.01266339638	-0.347223591064	0.278074559117	-0.122590240918
PeopleSoft	-0.223319390604	0.499896904352	-0.435661317414	1.02569656593	0.236449227809	-0.064445068501	0.31679492092	-1.35541184249
Salesforce.com CRM	-0.142558036023	0.266484518209	0.289891898696	-0.494999203383	-0.10639767206	-0.408790608652	-0.366658271168	0.963027374378
Hyland Software OnBase	0.318126193895	1.94724738987	1.61724795926	-0.26211953605	-0.711572165536	-0.791257549137	-0.584490436157	-1.53318185615
Microsoft SharePoint	-0.107819219994	-0.0524638019195	0.812963180942	-0.578431698337	0.617887954337	-0.594912632161	-0.0579850039013	-0.0392387789663
Microsoft Dynamics	-0.284681946577	0.264693741717	-0.193221170368	0.586383864459	0.245898051364	0.236553845024	-0.975423267822	0.119796882204
Avaya (Unspecified Product)	0.375394483517	-0.0976578373801	0.881579708699	-0.724125767276	1.14938943389	0.333403740576	-2.66098491968	0.743001157645
Shoretel	-0.824102336458	-0.905373132437	-0.579983389889	-0.698877104545	2.8466775306	-1.23137076755	-0.639435593216	2.0324647935
Microsoft Exchange 2010	1.59772152633	-1.39568577066	2.01987228823	-0.855592748474	2.33483120337	-1.85977844222	-0.945592367506	-0.895775689076
Microsoft Exchange 2007	0.488641622546	-0.708376848426	1.99801714347	-0.556248220895	2.2409529749	-1.83903793964	-0.728505048747	-0.895443683212
Microsoft Exchange 2003	0.491161510921	-1.04288694662	2.25491967795	-1.24318447841	2.89062134101	-0.848005297672	-1.24770245613	-1.25492335105
Microsoft Office 365	-0.55988518825	-0.601975277431	1.39280176653	-0.957778793175	2.65376096197	-0.790051765618	-0.357622452701	-0.779249251324
Infor Baan	-0.509747391658	-0.589223959913	-0.635377318809	-0.366815063847	2.13296072213	-0.846906032793	1.29500219397	-0.479893149074
Marketo	0.649660040583	-0.460983203456	0.842461605071	-1.19890125013	1.28191722769	-0.16114943455	-0.894976992174	-0.0580279930283
Eloqua	0.470972865522	1.04395577248	-1.48521684959	1.62321300662	0.727043367804	-2.68252795719	-0.227219762754	0.529779557103
Actuate	-1.50609745214	1.49096949665	-1.09282873799	-1.56801248512	-1.12426983469	-1.95236551398	2.34212945348	3.41047507379
Akamai	-1.30473071167	0.930102015699	-0.835510059697	-1.43029461921	-0.767492771219	-1.56889707394	2.08928280545	2.88754041457
Mac OS	-0.983950139293	1.24343069418	1.12547317904	-0.397558429305	-1.11746200341	2.02823090783	-0.467809439076	-1.43035476998
Aprimo	-0.450037507151	-0.562307048827	-0.18795082477	3.28497988095	-0.250513750058	-0.807181020579	-0.20912142215	-0.817868307419
Ariba (Unspecified Product)	0.839229385412	-1.40064288597	2.12395975676	-1.10630221116	1.81737226295	-2.14073195487	-0.661210494433	0.528326141316
Atlassian (Unspecified Product)	1.48641965636	1.8410070059	-0.452390681815	-0.580120897503	-1.05959455409	-1.08880263108	-0.68754635261	0.541028454841
Autodesk AutoCAD	0.396667811809	-0.482592274425	-0.364782923157	-2.21234878612	1.29198926515	2.14827821829	-1.16274925732	0.385537945768
Autodesk (Unspecified Product)	-0.725729027777	1.4975226012	-0.22671182153	-0.33364027076	-0.249166611171	-0.861444644139	-0.255046077589	1.15421585177
BlackBerry	0.853411459431	1.3855411914	-1.32861970477	3.01161678342	-0.828885109797	-1.70990769006	-0.595615453766	-0.787541475845
Blue Coat	0.0434948870678	0.568333609988	1.26369167915	-1.61698662142	0.948377815729	2.01947118299	-1.25977877831	-1.9666037752
Dassault CATIA	0.866128554322	-0.0667634522122	0.204128861577	-0.511325285633	-0.0329515612023	0.930212081807	-1.87988068182	0.490451483165
NetSuite	0.997725995554	-1.56419664576	-0.246274568324	-1.22252167271	0.394509381053	0.513461326402	0.0456290522894	1.08166713149
Microsoft Outlook	0.527694884511	-0.98255453909	-0.263115560619	-0.559130818944	0.534551361686	0.881811626328	-0.728748208186	0.589491254313
CommVault	0.159521718505	-1.23106243656	1.61480466441	-0.0257669874042	-1.32748082875	-1.01245358795	1.5305170475	0.291920410244
IBM Digital Analytics	-0.23268284304	-0.246925096499	-0.0666032515028	-0.218205509258	-0.101905361782	-0.451368670625	-0.0726380741357	1.39032880684
Coverity	-0.302985471934	1.91144079097	-0.301189614384	0.242152506536	-0.176986487037	-0.713520692979	-0.18004075468	-0.47887027649
Cvent	2.14153716927	-1.86173517419	-0.940041179587	-0.956330195532	-1.02598707815	1.88264850403	-0.388334060959	1.14824201512
Deltek (Unspecified Product)	-1.52292373363	2.00797915972	-1.02169224598	2.50267789767	0.516502101437	-1.79410929258	-0.985464315628	0.297030428988
EnterpriseDB	0.480736786061	0.436234270709	-1.61478050672	0.736552446989	-0.491162382549	0.082877850787	-0.935803027735	1.30534456246
ESRI	-0.94539606514	-0.915720557409	1.05536933722	-0.629453049519	0.530641128032	-1.32772849209	1.42691578812	0.805371910786
FileMaker	-0.179730969311	1.84277064882	-0.0758307339534	-0.205118406522	-0.0932620168966	-0.434045174579	-0.111380852647	-0.743402494908
IBM FileNet	-0.754491986008	2.0193598665	-0.234468743187	-0.561830414341	-0.288408055574	-0.939962306083	-0.358607183684	1.11840882238
Fortinet	-0.295067273049	-0.50096681875	-0.179834705232	-0.373782141798	-0.206294763374	2.28206763192	-0.120273144261	-0.605848785451
Genesys (Unspecified Product)	0.0950644876211	-0.805830352223	-0.296741893341	-0.0522317108769	-0.410316688514	-1.03738076783	-0.327688341515	2.83512526668
GoldenGate	-0.209473360227	0.782720410669	-1.07152646492	2.75585188312	0.307852560337	-2.05171846588	-1.04995892334	0.536252360247
Goldmine	-0.55034566174	-0.666643896736	2.22957719572	-0.4399386122	-0.613965103132	-0.730332000219	-0.253702780354	1.02535085866
Hyperion	-0.776501003186	1.13351810144	0.699942494024	-2.24190300016	0.638094835092	1.53862885159	1.71564037551	-2.70742065432
IBM Informix	0.44069521808	0.612776271574	-1.92456468381	-1.88702363462	0.480504073767	1.88193472363	0.304676972249	0.0910010591339
IBM ILOG	0.395564763534	0.105589191309	-1.45636392825	-0.570025383265	0.68744592307	0.622576353064	0.121985329452	0.0932277510838
Informatica	0.482946309179	1.24397997491	1.61764233172	-1.36685796308	-0.904167922865	1.12738242822	-0.783375574885	-1.41754958321
Ingres	-0.382238175148	-0.497003842591	1.36626589474	-0.886257616138	1.01429559087	-1.05769426223	1.43214809889	-0.989515688394
Intacct	1.18583543793	0.557074228367	1.84925068294	-1.01646085836	-1.04426113194	-1.65702276729	-0.507843289913	0.633427698262
iRise	-0.454700894412	0.679629933217	-0.321092271809	-0.531162805311	-0.366719283936	-0.954004151711	2.63407026291	-0.686020788949
Juniper Networks (Unspecified Product)	0.504086183055	-0.439760602844	-0.666544008006	0.363724765533	0.0576560395572	-1.73125746465	-0.830145340751	2.7422404281
Kronos	-0.538442302089	0.5879558663	-0.398909858245	1.56095306676	0.603864976694	-0.238016877908	-0.244670124296	-1.33273474721
Lexmark	-0.991484963556	0.358337902404	0.265503622754	-1.79636762888	0.0707443651689	1.88915044187	1.42386389508	-1.21974763484
MapInfo	-0.709327811515	-0.630728921705	1.47245138654	-0.92790773271	0.440913384679	1.97127200401	-0.495301593557	-1.12137071574
Micro Focus (Unspecified Product)	-0.133182175293	1.64036361727	-0.0349318108088	-0.545416566182	-0.132894840945	-0.493538423716	-0.0805458250713	-0.21985397525
MicroStrategy	-0.31850601305	2.01573239955	1.77561554286	-1.97536733521	-1.57951783123	1.87908465961	0.426983830435	-2.22402525296
Mitel	-0.788915886324	-0.896016358369	-0.994069996207	1.25880480101	-0.607530839403	-1.76573457316	2.28674867564	1.50671417681
BizTalk Server	-0.555490833298	-0.642060354543	-0.219350947512	3.77853085329	-0.309294837322	-0.744501688635	-0.296020613779	-1.01181157821
Nagios	-0.318565663793	-0.602337205931	-0.140529990116	-0.438458679904	-0.211924424812	-0.840294048599	-0.241706826423	2.79381683958
Netezza	-0.26511286297	2.89186803513	-0.257823578342	-0.280618596101	-0.230408168496	-0.998484001907	-0.204966578516	-0.654454248797
Nortel	1.02667342102	-1.12861452702	2.37701899092	-1.14081723981	-0.836667990113	-1.56126177418	0.535768420767	0.727900698417
Sage Peachtree	-0.276702377368	-0.302604829435	-0.397626515303	-0.302657669455	-0.18254122002	-0.796931401951	-0.0951244882976	2.35418850183
Pegasystems	-0.250858709666	1.64939918803	-0.338278459461	-0.430575243996	-0.301235519064	-1.01266855238	-0.184705771155	0.868923067693
Perforce	-0.14564749202	1.52180957738	-1.30523877404	0.940823266881	0.565481102127	-2.31586929435	0.278470269189	0.460171344838
Polycom (Unspecified Product)	0.946925615879	-0.839681792193	-0.33570435857	0.0522253554645	-0.601534871029	-1.12961511707	-0.381711654497	2.28909682202
PostgreSQL	-0.271997991678	-0.734202566392	-0.0983659677329	2.5709426489	-0.179034704161	-0.633055832426	-0.116663320152	-0.537622266356
QNX	0.232586660873	3.04331526207	-0.255049808684	-0.598559187881	-0.262699331398	-1.13237460508	-0.242944835454	-0.784274154449
Qualtrics	-0.303802906316	0.259195189173	0.576645084419	-1.58537035113	0.983811022662	1.10466783374	-0.586596533267	-0.44854933928
QuickBooks	-1.18228891299	1.75470010357	0.561421786529	-0.36802404856	-0.842266835161	0.463971055348	0.244297699405	-0.631810848139
Rhinoceros D	0.771236668499	-1.20080850589	1.22825756999	-1.28054967783	1.66556125026	-1.67749282524	-0.800541448263	1.29433696847
