date	duns_product_hits
200502	1
201601	197
201603	343
201602	193
201605	278
201604	326
201607	331
201606	403
201609	292
201608	298
201205	110
201204	110
201207	121
201206	136
201201	62
201203	75
201202	85
201111	80
201208	100
201112	16
200001	1
200006	1
200808	8
200809	7
200801	13
200803	8
200804	13
200805	13
200806	11
200807	8
200401	3
200403	2
200209	1
201510	134
200812	4
200811	11
200810	9
201008	29
201701	307
201702	191
201703	163
201704	121
200710	8
200711	6
200712	12
200901	18
201410	113
201309	130
201412	109
201304	190
201305	140
201306	170
201307	185
201301	145
201302	215
201303	107
200902	5
201409	92
201408	232
200612	2
200903	21
200709	3
200708	4
200707	1
201403	217
201402	102
201401	179
201407	172
201406	158
201405	178
201404	151
201312	280
201311	189
201310	171
201010	53
201011	38
201012	13
201308	130
201411	107
201007	53
201006	53
201005	28
201004	24
201003	44
201002	16
201001	26
201209	63
200206	1
201009	45
201110	42
200605	1
200301	1
200111	2
200912	8
200607	1
200910	31
200911	23
200601	5
201508	135
201509	206
201502	104
201503	121
201501	137
201506	94
201507	81
201504	194
201505	77
201108	37
200205	1
200101	2
201109	40
201612	250
201511	181
201610	352
201611	231
200905	14
200904	22
200907	27
200906	14
200909	33
200908	25
201512	171
200201	2
201212	137
201210	77
201211	91
201106	58
201107	55
201104	19
201105	34
201102	45
201103	36
201101	28
