date	duns_product_hits
200606	5
200509	3
200508	2
200505	1
200504	2
200507	2
200506	2
200501	19
200503	1
200502	2
201601	11173
201603	14956
201602	13971
201605	13697
201604	13223
201607	10882
201606	13747
201609	8375
201608	10917
201205	1294
201204	1129
201207	1606
201206	1337
201201	1533
201203	1115
201202	1137
201209	1756
201208	1604
201112	1136
200001	5
200002	1
200003	1
200005	2
200006	2
200007	1
200008	2
200009	1
200808	14
200809	5
200801	28
200802	4
200803	6
200804	5
200805	3
200806	5
200807	4
200405	2
200406	2
200407	1
200401	12
200402	1
200403	1
200408	1
200012	4
200011	2
201510	9649
200812	11
200811	7
200810	6
200210	1
201701	12698
201702	8063
201703	8544
201704	4745
200702	1
200308	2
200410	2
200710	2
200711	3
200712	3
200106	1
200901	30
201410	7132
201309	3647
201412	5672
201304	2690
201305	3191
201306	3176
201307	3467
201301	2578
201302	2208
201303	2638
200902	7
200305	2
200611	3
201409	5708
200610	5
201408	7763
200612	4
200903	6
200709	10
200708	5
200707	6
200706	2
200705	5
200704	6
200703	7
201110	856
200701	23
201403	5399
201402	3871
201401	5257
201407	6010
201406	5901
201405	5312
201404	5343
201312	4514
201311	3917
201310	4227
200212	5
201010	353
201011	354
201012	365
200312	2
200409	2
201308	3497
201411	6130
201007	154
201006	123
201005	61
201004	72
201003	44
201002	24
201001	92
201111	1100
200206	3
201009	208
201008	162
200309	1
200911	10
200302	2
200301	11
200306	4
200910	12
200112	1
200111	1
200912	24
200604	3
200605	4
200602	3
200603	4
200601	18
200608	6
200609	3
201508	10205
201509	11576
201502	6296
201503	6757
201501	7769
201506	7837
201507	9394
201504	7926
201505	6903
201210	1953
200205	1
200101	7
200103	1
201211	1739
200512	3
200104	3
200511	2
201612	10358
201511	9868
201610	10918
201611	8851
200905	8
200904	8
200907	10
200906	10
200909	11
200908	11
201512	9879
200203	1
200201	16
201212	2134
200207	2
201108	863
201109	867
201106	646
201107	591
201104	632
201105	740
201102	479
201103	535
201101	555
