date	duns_product_hits
201601	407
201603	563
201602	490
201605	590
201604	491
201607	471
201606	599
201609	363
201608	510
201205	20
201204	13
201207	16
201206	14
201201	18
201203	14
201202	7
201209	19
201208	14
201112	16
200808	2
201701	604
201702	320
201703	386
201704	160
200712	1
201410	206
201309	86
201412	163
201304	45
201305	51
201306	55
201307	49
201301	37
201302	24
201303	39
201409	123
201310	54
200703	1
201403	106
201402	49
201401	117
201407	169
201406	122
201405	86
201404	88
201312	62
201311	45
201408	154
201010	4
201011	1
201308	72
201411	134
201007	2
201004	2
201001	2
201111	4
201110	4
200307	1
200912	2
200601	1
201508	372
201509	429
201502	213
201503	288
201501	254
201506	270
201507	278
201504	253
201505	251
201108	4
200101	1
201211	3
201612	427
201511	294
201610	485
201611	369
201510	319
201512	326
200203	1
201212	30
201210	9
201109	1
201106	5
201107	10
201104	6
201105	1
201102	1
201103	6
201101	5
