date	duns_product_hits
200509	1
200708	1
200501	1
201601	3
201603	3
201602	6
201605	4
201607	1
201606	4
200707	1
201608	3
200602	1
200701	2
201403	5
201412	1
201401	1
201701	6
201310	2
200212	1
201201	1
201502	1
201501	2
201209	2
201110	1
201504	3
200001	1
200007	3
201509	2
200510	1
200511	1
201610	3
201611	2
200611	1
200904	1
200104	1
201002	1
201007	1
201005	2
201004	4
201308	1
201309	2
201001	1
200801	2
200604	1
200806	1
201507	1
201105	2
201212	1
201210	2
201511	3
201510	3
200301	3
201512	1
201103	2
201101	1
