date	duns_product_hits
200407	1
200508	2
200403	2
200507	2
200612	1
201510	1
200212	1
200805	1
201601	1
201603	1
200605	2
200602	1
201604	1
201606	1
201609	1
200706	1
201008	1
200701	3
200401	2
201402	3
201407	3
201311	1
201703	1
201204	1
201508	2
201206	5
201201	2
201009	3
201203	2
201202	1
201507	1
201503	2
201506	1
201208	1
201504	1
201112	3
200008	1
200512	1
201509	2
200511	1
200901	1
201511	2
200712	1
200601	2
200610	1
200906	4
200909	1
200908	2
201309	1
200808	2
200809	1
200201	2
201105	1
201003	1
201411	1
201412	2
201209	1
201306	1
200804	3
201301	1
200806	3
200807	1
200801	2
201602	3
201612	1
201108	1
201109	2
201106	1
201605	1
201512	2
201103	1
201101	4
