date	duns_product_hits
201310	1
200709	1
201305	11
200501	1
201601	4
201603	14
201602	16
201605	3
201607	4
201606	13
201609	10
201608	6
200701	1
201403	1
201402	1
201401	2
201407	1
201404	3
201312	2
201702	7
201703	6
201704	7
201207	2
201205	1
201508	4
201509	16
201201	1
201010	1
201503	1
201501	3
201209	3
201507	4
201504	1
201505	1
201612	18
201502	1
201610	29
201611	18
201410	1
201309	1
201308	2
201411	1
201412	3
201111	3
201306	6
201307	11
201301	2
201212	2
201701	15
201511	8
201510	9
201104	1
201512	13
