date	duns_product_hits
200509	1
200508	1
200505	1
200501	4
200503	1
200502	1
201601	308
201603	302
201602	240
201605	234
201604	267
201607	182
201606	275
201609	221
201608	231
201205	98
201204	104
201207	77
201206	60
201201	147
201203	93
201202	134
201209	85
201208	85
200604	5
201112	82
200001	4
200005	2
200008	1
200808	14
200809	10
200612	1
200801	28
200802	6
200803	13
200804	18
200805	19
200806	42
200807	20
200404	3
200406	4
200407	1
200401	11
200403	1
200408	1
200209	4
200812	18
200811	11
200810	21
201701	357
201702	244
201703	279
201704	114
200702	18
200308	1
200412	3
200710	7
200711	16
200712	8
200901	29
201410	183
201309	142
201412	136
201304	119
201305	194
201306	145
201307	163
201301	148
201302	102
201303	109
201611	250
200611	1
201409	123
200610	4
201310	156
200906	15
200903	48
200709	14
200708	12
200707	6
200706	11
200705	11
200704	12
200703	13
201110	79
200701	30
201403	164
201402	155
201401	203
201407	179
201406	256
201405	214
201404	204
201312	135
201311	176
201408	199
200212	1
201010	55
201011	80
201012	84
200310	3
200312	1
200912	13
201308	152
201411	149
201007	57
201006	68
201005	89
201004	142
201003	132
201002	60
201001	41
201111	86
200206	1
201009	38
201008	15
200605	6
200303	1
200302	1
200301	3
200112	1
200606	5
200607	10
200910	40
200911	24
200602	7
200603	6
200601	12
200608	3
200609	5
200204	2
201508	242
201509	239
201502	127
201503	207
201501	195
201506	205
201507	193
201504	248
201505	209
201108	95
200103	2
201211	81
200512	2
200107	1
200511	2
201612	278
201106	103
201610	304
200902	20
200905	48
200904	41
200907	18
201107	82
200909	41
200908	44
201105	78
200201	2
201212	157
201210	160
201109	49
201511	201
201510	266
201104	59
201512	200
201102	63
201103	89
201101	83
