date	duns_product_hits
200211	1
200606	36
200509	6
200508	9
200505	4
200504	5
200507	6
200506	11
200501	29
200503	8
200502	11
201601	2531
201603	3410
201602	2772
201605	3040
201604	3033
201607	2215
201606	3000
201609	2099
201608	2555
201205	1360
201204	1198
201207	1471
201206	1276
201201	1882
201203	1499
201202	1593
201111	1375
201208	1308
201112	1256
200001	8
200002	1
200003	3
200005	2
200008	2
200808	324
200809	296
200801	309
200802	172
200803	225
200804	214
200805	239
200806	279
200807	337
200206	1
200405	1
200406	8
200407	2
200401	7
200402	1
200403	3
200408	5
200409	4
200011	2
200010	1
200209	3
200410	6
200812	286
200811	291
200810	392
201701	2770
201702	2109
201703	1833
201704	844
200702	91
200308	4
200412	5
200411	2
200102	1
200105	1
200710	153
200711	131
200712	184
200901	466
201410	2481
201309	1845
201412	1718
201304	1842
201305	1878
201306	1706
201307	1847
201301	1786
201302	1605
201303	2058
200902	292
200611	65
201311	1927
200610	65
201310	1957
200612	76
200903	333
200709	89
200708	104
200707	129
200706	99
200705	120
200704	130
200703	94
201110	1194
200701	173
201403	2405
201402	1836
201401	2399
201407	2421
201406	2346
201405	2416
201404	2290
201312	2115
201409	2038
201408	2833
200212	4
201010	1314
201011	1016
201012	991
200310	1
200311	1
200312	5
201308	1585
201411	2109
201007	1003
201006	1206
201005	1009
201004	816
201003	963
201002	656
201001	901
201209	1286
200910	626
201009	1009
201008	1033
200309	1
200911	656
200303	5
200301	12
200307	3
200306	3
200110	5
200111	4
200912	675
200607	44
200604	38
200605	30
200602	51
200603	37
200601	65
200608	65
200609	58
200906	358
200204	6
201508	2689
201509	2836
201502	2016
201503	2126
201501	2415
201506	2025
201507	2349
201504	2340
201505	1876
200109	3
200108	2
201108	1164
200205	1
200101	14
201109	1236
200512	30
200104	1
200510	6
200511	22
201612	2362
201106	998
201610	2481
201611	2068
200905	328
200904	344
200907	443
201510	2326
200909	553
200908	573
200208	2
201512	2568
200202	1
200201	8
201212	1829
200207	1
201210	1439
201211	1357
201511	2557
201107	995
201104	1069
201105	1218
201102	1033
201103	1136
201101	1362
