date	duns_product_hits
200508	1
200506	1
200501	3
201601	19
201603	33
201602	22
201605	21
201604	16
201607	14
201606	25
201609	7
201608	19
201205	8
201204	3
201207	6
201206	1
201201	18
201203	2
201202	6
201111	7
201208	8
201112	2
200808	1
200809	2
200801	7
200803	1
200805	5
200409	1
200812	2
201008	5
201701	39
201702	22
201703	9
201704	1
200711	2
200712	1
201612	22
201410	16
201411	11
201412	12
201304	6
201305	5
201306	2
201307	9
201301	15
201302	1
201303	2
200902	2
201409	16
201310	7
201107	4
200709	1
200701	1
201403	2
201402	7
201401	29
201407	33
201406	8
201405	39
201404	12
201312	5
201311	5
201408	18
201010	1
201011	1
201012	9
200310	1
201308	7
201309	2
201007	2
201006	1
201005	1
201004	4
201003	3
201002	1
201001	11
201209	7
201009	2
201110	2
200301	2
200910	2
200911	9
200601	3
200608	1
201508	10
201509	29
201502	13
201503	7
201501	13
201506	16
201507	7
201504	25
201505	7
201108	3
200101	1
201109	3
200901	8
201511	39
201610	34
201611	10
200905	2
200904	1
200907	1
200906	1
200909	4
200908	1
201105	2
200201	1
201212	8
201210	3
201211	6
201106	7
201510	7
201104	5
201512	33
201102	1
201101	15
