date	duns_product_hits
200406	1
200509	1
200401	1
200403	2
200505	1
201606	1
200501	1
200503	3
200606	2
201603	1
201605	1
200812	2
200810	8
200712	9
201608	1
200705	2
200702	2
200701	3
200609	2
201312	1
200612	3
200212	1
201010	1
201501	1
200604	5
200708	1
200412	2
200912	1
201210	1
200809	1
201109	3
201509	2
200711	5
200903	1
200611	1
200610	1
200907	1
201107	1
200909	1
201308	1
201007	1
201006	1
201003	1
201412	1
200801	3
200802	2
201307	3
201610	2
200203	1
200108	4
200206	1
201511	1
201601	1
201701	3
201106	1
201510	1
200602	3
201512	2
200706	3
200306	1
