product_id	date	duns_product_hits
21	200306	379
21	200305	389
21	200304	363
21	200112	523
21	200110	300
21	200111	267
21	200912	2249
21	200607	2016
21	200910	1727
21	200605	1997
21	200602	1837
21	200603	2126
21	200601	3942
21	200608	2262
21	200609	2091
21	200204	352
21	201508	5951
21	201509	7667
21	201502	3916
21	201503	4174
21	201501	5492
21	201506	4640
21	201507	4495
21	201504	5967
21	201505	4200
21	200109	356
21	200108	347
21	201108	3128
21	200205	360
21	200101	1909
21	200103	324
21	201109	3005
21	200105	307
21	200104	332
21	200510	602
21	200106	344
21	200901	3520
21	201511	6050
21	201610	6151
21	200902	1605
21	200905	1646
21	200610	2050
21	200907	1754
21	201510	5082
21	200909	1789
21	200908	1846
21	200208	348
21	201105	2956
21	200202	321
21	200203	347
21	200201	1855
21	201212	3164
21	200207	328
21	201210	3309
21	201211	2931
21	201106	2994
21	201107	2880
21	201104	2843
21	201512	6228
21	201102	2579
21	201103	2829
21	201101	4173
22	200211	29
22	200606	479
22	200509	111
22	200508	136
22	200505	99
22	200504	100
22	200507	92
22	200506	126
22	200501	721
22	200503	80
22	200502	60
22	201601	20273
22	201603	25791
22	201602	20700
22	201605	20532
22	201604	15326
22	201607	16728
22	201606	26592
22	201609	14822
22	201608	21378
22	201205	4957
22	201204	4693
22	201207	5005
22	201206	5042
22	201201	8160
22	201203	4584
22	201202	4369
22	201209	5259
22	201208	6151
22	201112	4346
22	200001	268
22	200002	14
22	200003	26
22	200004	16
22	200005	24
22	200006	41
22	200007	24
22	200008	17
22	200009	36
22	200808	1178
22	200809	1036
22	200801	2396
22	200802	791
22	200803	880
22	200804	953
22	200805	1015
22	200806	1040
22	200807	1015
22	200206	41
22	200404	65
22	200405	66
22	200406	66
22	200407	59
22	200401	472
22	200402	46
22	200403	56
22	200408	83
22	200012	61
22	200011	26
22	200010	22
22	200209	46
22	200812	1135
22	200811	902
22	200810	979
22	201008	2825
22	200210	29
22	201701	27217
22	201702	13040
22	201703	12314
22	201704	7378
22	200308	51
22	200412	139
22	200411	52
22	200410	56
22	200105	31
22	200710	906
22	200711	705
22	200712	886
22	200107	33
22	200106	33
22	200901	2782
22	201308	9317
22	201309	8569
22	201412	10676
22	201304	7772
22	201305	7094
22	201306	6991
22	201307	7963
22	201301	10226
22	201302	6015
22	201303	6647
22	200902	894
22	200611	491
22	201311	7220
22	200610	531
22	201408	11811
22	200906	1060
22	200903	989
22	201107	3532
22	200709	779
22	200708	803
22	200707	728
22	200706	692
22	200705	765
22	200704	707
22	200703	697
22	200702	577
22	200701	1833
22	201403	8732
22	201402	7645
22	201401	12637
22	201407	9948
22	201406	9594
22	201405	9079
22	201404	8803
22	201312	8349
22	201409	9922
22	201310	7637
22	200212	71
22	201010	2452
22	201011	2612
22	201012	2832
22	200310	39
22	200311	32
22	200312	74
22	200409	80
22	200102	19
22	201410	11160
22	201411	10508
22	201007	2422
22	201006	2457
22	201005	2284
22	201004	2136
22	201003	2161
22	201002	1782
22	201001	3984
22	201111	3831
22	200604	409
22	201009	2544
22	201110	3681
22	200309	36
22	200911	1322
22	200303	39
22	200302	33
22	200301	316
22	200307	31
22	200306	61
22	200305	50
22	200304	40
22	200112	60
22	200110	30
22	200111	16
22	200912	1763
22	200607	424
22	200910	1339
22	200605	424
22	200602	361
22	200603	436
22	200601	1138
22	200608	547
22	200609	480
22	200204	37
22	201508	17540
22	201509	23003
22	201502	11521
22	201503	12782
22	201501	15905
22	201506	13206
22	201507	14197
22	201504	14073
22	201505	12141
22	200109	18
22	200108	41
22	201210	5584
22	200205	32
22	200101	261
22	200103	26
22	201211	5226
22	200512	348
22	200104	34
22	200510	93
22	200511	226
22	201612	18033
22	201106	3634
22	201610	22149
22	201611	14706
22	200905	1075
22	200904	938
22	200907	1138
22	200612	614
22	200909	1350
22	200908	1427
22	200208	46
22	201105	3368
22	200202	23
22	200203	27
22	200201	286
22	201212	6010
22	200207	38
22	201108	4264
22	201109	3877
22	201511	19152
22	201510	15797
22	201104	3250
22	201512	19464
22	201102	2774
22	201103	3147
22	201101	5580
23	200211	3
23	200606	31
23	200509	10
23	200508	25
23	200505	6
23	200504	11
23	200507	6
23	200506	11
23	200501	73
23	200503	10
23	200502	16
23	201601	885
23	201603	1091
23	201602	925
23	201605	916
23	201604	578
23	201607	662
23	201606	1260
23	201609	577
23	201608	1007
23	201205	203
23	201204	191
23	201207	206
23	201206	233
23	201201	389
23	201203	185
23	201202	165
23	201209	231
23	201208	288
23	201112	187
23	200001	30
23	200002	3
23	200005	1
23	200006	4
23	200008	5
23	200808	74
23	200809	66
23	200801	158
23	200802	49
23	200803	58
23	200804	56
23	200805	57
23	200806	59
23	200807	74
23	200206	5
23	200404	4
23	200405	6
23	200406	10
23	200407	9
23	200401	65
23	200402	7
23	200403	6
23	200408	4
23	200012	3
23	200011	2
23	200010	4
23	200209	3
23	201510	778
23	200812	62
23	200811	40
23	200810	53
23	200210	3
23	201701	1288
23	201702	502
23	201703	518
23	201704	301
23	200702	43
23	200308	8
23	200412	13
23	200411	9
23	200410	6
23	200105	10
23	200710	50
23	200711	45
23	200712	54
23	200107	1
23	200106	8
23	200901	154
23	201410	396
23	201309	308
23	201412	319
23	201304	272
23	201305	269
23	201306	302
23	201307	309
23	201301	480
23	201302	235
23	201303	243
23	200902	47
23	200611	33
23	201409	352
23	200610	34
23	201310	292
23	200612	61
23	200903	48
23	200709	39
23	200708	41
23	200707	62
23	200706	35
23	200705	63
23	200704	58
23	200703	62
23	201110	151
23	200701	142
23	201403	327
23	201402	271
23	201401	483
23	201407	400
23	201406	348
23	201405	332
23	201404	322
23	201312	278
23	201311	292
23	201408	440
23	200212	7
23	201010	106
23	201011	103
23	201012	119
23	200310	4
23	200311	4
23	200312	6
23	200409	9
23	200102	1
23	201308	310
23	201411	365
23	201007	98
23	201006	114
23	201005	102
23	201004	91
23	201003	79
23	201002	68
23	201001	198
23	201111	159
23	200604	42
23	201009	88
23	201008	108
23	200309	4
23	200605	38
23	200302	1
23	200301	44
23	200307	5
23	200306	3
23	200305	3
23	200304	3
23	200112	3
23	200110	2
23	200111	3
23	200912	72
23	200607	43
23	200910	60
23	200911	50
23	200602	40
23	200603	42
23	200601	129
23	200608	50
23	200609	43
23	200204	3
23	201508	848
23	201509	1143
23	201502	379
23	201503	417
23	201501	566
23	201506	496
23	201507	579
23	201504	724
23	201505	440
23	200109	2
23	200108	4
23	201108	171
23	200205	4
23	200101	36
23	200103	8
23	201211	234
23	200512	41
23	200104	5
23	200510	16
23	200511	28
23	201612	730
23	201106	162
23	201610	1036
23	201611	632
23	200905	46
23	200904	53
23	200907	65
23	200906	54
23	200909	44
23	200908	79
23	200208	5
23	201105	152
23	200202	5
23	200203	3
23	200201	30
23	201212	251
23	200207	2
23	201210	254
23	201109	158
23	201511	815
23	201107	156
23	201104	118
23	201512	863
23	201102	119
23	201103	123
23	201101	276
24	200211	42
24	200509	274
24	200508	336
24	200505	264
24	200504	222
24	200507	226
24	200506	230
24	200501	1285
24	200503	219
24	200502	168
24	201601	22527
24	201603	34507
24	201602	24213
24	201605	22320
24	201604	14951
24	201607	19728
24	201606	31347
24	201609	16583
24	201608	23619
24	201205	8137
24	201204	7849
24	201207	8107
24	200212	105
24	201201	12948
24	201203	7886
24	201202	7373
24	201209	8366
24	201208	9245
24	201112	7500
24	200001	385
24	200002	16
24	200003	31
24	200004	35
24	200005	47
24	200006	43
24	200007	27
24	200008	31
24	200009	41
24	200808	2864
24	200809	2537
24	200801	5152
24	200802	2000
24	200803	2221
24	200804	2254
24	200805	2368
24	200806	2473
24	200807	2484
24	200206	70
24	200404	138
24	200405	147
24	200406	141
24	200407	139
24	200401	793
24	200402	80
24	200403	119
24	200408	146
24	200012	69
24	200011	31
24	200010	39
24	200209	68
24	201510	18860
24	200812	2823
24	200811	2159
24	200810	2578
24	200210	63
24	201701	28584
24	201702	10352
24	201703	10158
24	201704	6244
24	200702	1329
24	200308	106
24	200412	280
24	200411	140
24	200410	157
24	200105	44
24	200710	1863
24	200711	1734
24	200712	2038
24	200107	36
24	200106	57
24	200901	5893
24	201410	14402
24	201309	10375
24	201412	12715
24	201304	9700
24	201305	9861
24	201306	9799
24	201307	9936
24	201301	14303
24	201302	9042
24	201303	9622
24	200902	2236
24	200905	2479
24	201409	13058
24	200610	1143
24	201310	10179
24	200906	2706
24	200903	2584
24	200709	1761
24	200708	1834
24	200707	1580
24	200706	1658
24	200705	1507
24	200704	1464
24	200703	1437
24	201110	6581
24	200701	3710
24	201403	10849
24	201402	9574
24	201401	15154
24	201407	12880
24	201406	11923
24	201405	11406
24	201404	11330
24	201312	10588
24	201311	9223
24	201408	14755
24	201206	8441
24	201010	5261
24	201011	4941
24	201012	5931
24	200310	81
24	200311	73
24	200312	159
24	200912	3853
24	200409	149
24	200102	41
24	201308	11106
24	201411	12729
24	201007	4817
24	201006	5232
24	201005	4495
24	201004	4288
24	201003	4380
24	201002	3490
24	201001	7891
24	201111	6859
24	200604	841
24	201009	5280
24	201008	5536
24	200309	83
24	200605	874
24	200303	75
24	200302	60
24	200301	543
24	200307	78
24	200306	100
24	200305	85
24	200304	64
24	200112	83
24	200110	41
24	200111	36
24	200606	976
24	200607	877
24	200910	2940
24	200911	3015
24	200602	666
24	200603	782
24	200601	2279
24	200608	1081
24	200609	1035
24	200204	52
24	201508	23092
24	201509	29747
24	201502	12887
24	201503	13984
24	201501	18052
24	201506	15885
24	201507	16478
24	201504	18680
24	201505	13786
24	200109	35
24	200108	40
24	201108	7670
24	200205	74
24	200101	425
24	200103	41
24	201211	7995
24	200512	714
24	200104	46
24	200510	265
24	200511	496
24	201612	19887
24	201511	24595
24	201610	26284
24	201611	14914
24	200611	992
24	200904	2452
24	200907	2773
24	200612	1262
24	200909	3041
24	200908	3149
24	200208	68
24	201105	6185
24	200202	52
24	200203	39
24	200201	437
24	201212	9185
24	200207	56
24	201210	8637
24	201109	7433
24	201106	6533
24	201107	6404
24	201104	6173
24	201512	24854
24	201102	5382
24	201103	6133
24	201101	10248
25	200606	687
25	200509	209
25	200508	183
25	200505	154
25	200504	135
25	200507	150
25	200506	165
25	200501	802
25	200503	139
25	200502	119
25	201601	8158
25	201603	14228
25	201602	9186
25	201605	7612
25	201604	5334
25	201607	9501
25	201606	12683
25	201609	7950
25	201608	8382
25	201205	2085
25	201204	2049
25	201207	2009
25	201206	2165
25	201201	3842
25	201203	1963
25	201202	1918
25	201209	2147
25	201208	2345
25	201112	1926
25	200001	368
25	200002	36
25	200003	51
25	200004	45
25	200005	53
25	200006	59
25	200007	40
25	200008	58
25	200009	66
25	200808	1120
25	200809	1040
25	200801	2104
25	200802	843
25	200803	898
25	200804	976
25	200805	988
25	200806	990
25	200807	977
25	200206	73
25	200404	136
25	200405	100
25	200406	122
25	200407	103
25	200401	671
25	200402	91
25	200211	54
25	200408	147
25	200012	101
25	200011	51
25	200010	51
25	200209	73
25	201510	6524
25	200812	936
25	200811	744
25	200810	1008
25	201008	1403
25	200210	63
25	201701	10208
25	201702	4071
25	201703	3806
25	201704	2005
25	200308	95
25	200412	191
25	200411	108
25	200102	45
25	200105	68
25	200403	109
25	200710	873
25	200711	787
25	200712	913
25	200107	56
25	200106	55
25	200901	2099
25	201410	4522
25	201309	2829
25	201412	3889
25	201304	2625
25	201305	2622
25	201306	2509
25	201307	2512
25	201301	4234
25	201302	2370
25	201303	2664
25	200902	795
25	200611	653
25	201409	4073
25	200904	795
25	201310	2687
25	200906	793
25	200903	895
25	200709	872
25	200708	988
25	200707	818
25	200706	840
25	200705	858
25	200704	782
25	200703	903
25	200702	771
25	200701	1856
25	201403	2991
25	201402	2440
25	201401	4460
25	201407	3498
25	201406	3135
25	201405	2992
25	201404	2993
25	201312	2778
25	201311	2332
25	201408	4245
25	200212	115
25	201010	1373
25	201011	1209
25	201012	1450
25	200310	85
25	200311	71
25	200312	144
25	200409	124
25	201308	2918
25	201411	3813
25	201007	1263
25	201006	1314
25	201005	1177
25	201004	1212
25	201003	1212
25	201002	983
25	201001	2417
25	201111	1656
25	200910	831
25	201009	1340
25	201110	1721
25	200309	89
25	200911	801
25	200303	99
25	200302	83
25	200301	528
25	200307	72
25	200306	89
25	200305	99
25	200304	79
25	200112	106
25	200110	50
25	200111	51
25	200912	1058
25	200607	587
25	200604	638
25	200605	644
25	200602	539
25	200603	654
25	200601	1380
25	200608	692
25	200609	710
25	200204	65
25	201508	8686
25	201509	10250
25	201502	4223
25	201503	4736
25	201501	6257
25	201506	4849
25	201507	5489
25	201504	4952
25	201505	4359
25	200109	71
25	200108	65
25	201108	1866
25	200205	83
25	200101	436
25	200103	61
25	201109	1763
25	200512	462
25	200104	74
25	200510	177
25	200511	320
25	201612	7439
25	201106	1608
25	201610	10139
25	201611	5450
25	200905	788
25	200610	697
25	200907	738
25	200612	812
25	200909	892
25	200908	880
25	200208	91
25	201105	1581
25	200410	112
25	200202	50
25	200203	83
25	200201	442
25	201212	2306
25	200207	85
25	201210	2256
25	201211	2104
25	201511	9214
25	201107	1627
25	201104	1497
25	201512	9677
25	201102	1390
25	201103	1542
25	201101	2944
26	200211	78
26	200606	672
26	200509	251
26	200508	183
26	200505	200
26	200504	161
26	200507	190
26	200506	214
26	200501	924
26	200503	184
26	200502	140
26	201601	3794
26	201603	6585
26	201602	3768
26	201605	3534
26	201604	1781
26	201607	3437
26	201606	5576
26	201609	2560
26	201608	4011
26	201205	1229
26	201204	1207
26	201207	1231
26	201206	1274
26	201201	2298
26	201203	1206
26	201202	1198
26	201111	1219
26	201110	1255
26	201112	1225
26	200001	374
26	200002	29
26	200003	37
26	200004	42
26	200005	42
26	200006	48
26	200007	40
26	200008	55
26	200009	55
26	200605	614
26	200808	762
26	200809	732
26	200801	1792
26	200802	734
26	200803	768
26	200804	772
26	200805	759
26	200806	735
26	200807	754
26	200206	93
26	200404	123
26	200405	103
26	200406	161
26	200407	146
26	200401	804
26	200402	117
26	200403	148
26	200408	148
26	200409	133
26	200011	36
26	200010	65
26	200209	76
26	200812	759
26	200811	613
26	200810	699
26	201008	952
26	200210	77
26	201701	5140
26	201702	1126
26	201703	1009
26	201704	516
26	200412	236
26	200411	121
26	200410	136
26	200512	504
26	200710	782
26	200711	660
26	200712	768
26	200510	210
26	200106	87
26	201612	3018
26	201308	1513
26	201309	1526
26	201412	1568
26	201304	1429
26	201305	1388
26	201306	1543
26	201307	1461
26	201301	2368
26	201302	1276
26	201303	1458
26	200902	560
26	200611	575
26	201311	1401
26	200610	609
26	201408	1978
26	200906	597
26	200903	653
26	201107	1098
26	200709	781
26	200708	736
26	200707	727
26	200706	747
26	200705	720
26	200704	649
26	200703	727
26	200702	597
26	200701	1740
26	201403	1511
26	201402	1371
26	201401	2410
26	201407	1805
26	201406	1584
26	201405	1577
26	201404	1533
26	201312	1468
26	201409	1709
26	201310	1496
26	200212	144
26	201010	991
26	201011	936
26	201012	1038
26	200310	89
26	200311	112
26	200312	154
26	200012	84
26	200102	69
26	201410	1935
26	201411	1751
26	201007	890
26	201006	960
26	201005	835
26	201004	842
26	201003	840
26	201002	714
26	201001	1821
26	201209	1214
26	200604	597
26	201009	986
26	201208	1387
26	200309	95
26	200308	98
26	200303	111
26	200302	79
26	200301	649
26	200307	89
26	200306	94
26	200305	84
26	200304	90
26	200112	107
26	200110	65
26	200111	80
26	200912	808
26	200607	589
26	200910	688
26	200911	623
26	200602	517
26	200603	633
26	200601	1443
26	200608	638
26	200609	625
26	200204	83
26	201508	3567
26	201509	5619
26	201502	1615
26	201503	1813
26	201501	2746
26	201506	1738
26	201507	2186
26	201504	1924
26	201505	1708
26	200109	75
26	200108	76
26	201108	1132
26	200205	76
26	200101	499
26	200103	65
26	201109	1209
26	200105	71
26	200104	66
26	200107	88
26	200511	354
26	200901	1617
26	201511	4329
26	201610	4866
26	201611	2190
26	200905	562
26	200904	569
26	200907	679
26	200612	632
26	200909	672
26	200908	660
26	200208	75
26	201105	1119
26	200202	73
26	200203	69
26	200201	512
26	201212	1367
26	200207	60
26	201210	1361
26	201211	1202
26	201106	1116
26	201510	2738
26	201104	1130
26	201512	4546
26	201102	917
26	201103	1098
26	201101	1979
27	200606	19
27	200509	4
27	200508	9
27	200505	4
27	200504	3
27	200507	8
27	200506	5
27	200501	30
27	200503	4
27	200502	2
27	201601	687
27	201603	947
27	201602	758
27	201605	731
27	201604	225
27	201607	335
27	201606	996
27	201609	244
27	201608	786
27	201205	164
27	201204	139
27	201207	142
27	201206	166
27	201201	332
27	201203	147
27	201202	120
27	201209	142
27	201208	207
27	201112	125
27	200001	10
27	200003	1
27	200004	1
27	200005	1
27	200007	1
27	200008	2
27	200009	1
27	200808	57
27	200809	66
27	200801	150
27	200802	29
27	200803	41
27	200804	52
27	200805	38
27	200806	44
27	200807	47
27	200206	3
27	200405	4
27	200406	2
27	200407	1
27	200401	16
27	200211	1
27	200408	2
27	200409	1
27	200410	4
27	200812	66
27	200811	49
27	200810	53
27	200210	1
27	201701	1215
27	201702	225
27	201703	160
27	201704	72
27	200103	1
27	200412	6
27	200411	3
27	200102	2
27	200403	2
27	200710	45
27	200711	34
27	200712	28
27	200107	1
27	200106	1
27	200901	167
27	201308	227
27	201309	250
27	201412	221
27	201304	206
27	201305	204
27	201306	234
27	201307	195
27	201301	401
27	201302	211
27	201303	230
27	200902	51
27	200611	20
27	201409	246
27	200904	44
27	201408	276
27	200612	24
27	200903	49
27	200709	27
27	200708	29
27	200707	32
27	200706	23
27	200705	28
27	200704	28
27	200703	30
27	200702	16
27	200701	106
27	201403	233
27	201402	167
27	201401	416
27	201407	284
27	201406	248
27	201405	272
27	201404	241
27	201312	205
27	201311	200
27	201310	209
27	200212	4
27	201010	79
27	201011	55
27	201012	87
27	200311	2
27	200312	1
27	201410	290
27	201411	220
27	201007	65
27	201006	85
27	201005	82
27	201004	63
27	201003	41
27	201002	47
27	201001	184
27	201111	144
27	200604	16
27	201009	68
27	201008	93
27	200911	61
27	200303	1
27	200302	1
27	200301	14
27	200307	2
27	200306	1
27	200305	1
27	200304	1
27	200112	1
27	200110	2
27	200912	37
27	200607	18
27	200910	56
27	200605	17
27	200602	8
27	200603	21
27	200601	53
27	200608	21
27	200609	24
27	200906	37
27	200204	1
27	201508	457
27	201509	1073
27	201502	234
27	201503	362
27	201501	426
27	201506	312
27	201507	313
27	201504	482
27	201505	285
27	200108	4
27	201210	192
27	200101	5
27	201110	133
27	201109	142
27	200512	4
27	200510	6
27	200511	10
27	201612	562
27	201511	640
27	201610	850
27	201611	349
27	200905	49
27	200610	26
27	200907	30
27	201510	446
27	200909	38
27	200908	48
27	200208	1
27	201105	90
27	200202	1
27	200203	5
27	200201	11
27	201212	162
27	200207	2
27	201108	130
27	201211	189
27	201106	101
27	201107	103
27	201104	99
27	201512	704
27	201102	82
27	201103	78
27	201101	245
28	200211	1
28	200606	6
28	200509	2
28	200508	1
28	200505	2
28	200504	3
28	200507	5
28	200506	5
28	200501	31
28	200503	5
28	200502	2
28	201601	1980
28	201603	4187
28	201602	2280
28	201605	1918
28	201604	867
28	201607	2039
28	201606	3394
28	201609	1497
28	201608	2362
28	201205	584
28	201204	626
28	201207	619
28	201206	619
28	201201	1050
28	201203	613
28	201202	504
28	201209	636
28	201208	658
