date	duns_product_hits
201601	41
201603	57
201602	59
201605	20
201604	26
201607	36
201606	37
201609	37
201608	57
201205	3
201204	8
201207	6
201206	4
201201	17
201203	12
201202	9
201111	5
201208	8
201112	12
200407	1
200812	1
201008	1
201701	42
201702	15
201703	20
201704	19
200412	1
200901	1
201410	27
201411	9
201412	21
201304	27
201305	12
201306	7
201307	6
201301	19
201302	29
201303	37
201311	12
201310	18
200701	1
201403	21
201402	6
201401	23
201407	32
201406	25
201405	7
201404	8
201312	10
201409	32
201408	31
201011	1
201012	3
201308	7
201309	25
201007	2
201006	13
201005	19
201004	13
201003	20
201002	18
201001	3
201209	9
201009	2
201110	11
200301	1
200606	1
200910	2
200911	1
200601	1
201508	39
201509	34
201502	25
201503	21
201501	22
201506	30
201507	31
201504	33
201505	18
201210	9
201211	7
200106	1
201612	31
201511	27
201610	35
201611	30
200907	7
201107	4
200909	2
200908	2
201512	29
201212	13
201108	2
201109	4
201106	7
201510	22
201104	1
201105	3
201102	1
201103	2
201101	4
