date	duns_product_hits
200508	1
200505	1
201601	13
201603	32
201602	13
201605	7
201604	7
201607	21
201606	15
201609	18
201608	8
201205	4
201204	2
201207	5
201206	4
201201	11
201203	2
201202	2
201209	7
201110	1
201112	3
200808	1
200801	2
200402	1
200408	1
201510	4
200811	1
201701	2
201703	3
201704	1
200710	1
200712	2
201612	4
201410	6
201411	5
201412	2
201304	1
201305	6
201306	6
201307	5
201301	8
201302	5
201303	1
200902	2
201409	3
201310	1
200701	1
201403	1
201402	5
201401	8
201407	6
201406	8
201405	2
201404	4
201312	8
201311	8
201408	5
201012	4
201308	7
201309	5
201007	1
201006	1
201005	1
201002	1
201001	6
201111	3
201009	3
201208	2
200910	1
200911	1
200608	1
201508	17
201509	18
201502	5
201503	6
201501	6
201506	4
201507	4
201504	6
201505	5
201108	2
200512	1
200901	1
201511	15
201610	7
201611	6
200905	1
200904	1
200906	1
200908	1
201105	1
201212	3
201210	3
201211	4
201106	5
201107	3
201104	2
201512	23
201102	1
201101	9
