date	duns_product_hits
200211	5
200606	37
200509	7
200508	13
200505	12
200504	11
200507	6
200506	3
200501	28
200503	4
200502	9
201601	252
201603	389
201602	239
201605	238
201604	269
201607	261
201606	320
201609	183
201608	238
201205	114
201204	117
201207	128
201206	103
201201	173
201203	112
201202	100
201209	118
201208	104
201112	113
200001	24
200002	4
200003	5
200004	2
200005	8
200006	3
200007	5
200008	6
200009	2
200808	44
200809	49
200612	43
200801	82
200802	88
200803	59
200804	65
200805	57
200806	39
200807	74
200206	2
200404	9
200405	15
200406	6
200407	1
200401	12
200402	8
200403	7
200408	4
200012	4
200011	6
200209	9
200410	2
200812	53
200811	77
200810	45
201008	147
200210	1
201701	218
201702	126
201703	155
201704	78
200308	2
200412	9
200411	3
200102	7
200105	2
200710	31
200711	57
200712	53
200510	8
200106	2
201612	178
201308	104
201309	125
201412	132
201304	146
201305	156
201306	101
201307	110
201301	122
201302	130
201303	137
201611	155
200611	29
201409	156
200904	48
201310	144
200906	39
200903	60
200709	34
200708	36
200707	43
200706	32
200705	26
200704	47
200703	32
200702	37
200701	65
201403	152
201402	169
201401	224
201407	143
201406	176
201405	155
201404	122
201312	218
201311	147
201408	263
200212	11
201010	130
201011	180
201012	185
200310	7
200311	4
200312	11
200409	9
201410	134
201411	131
201007	209
201006	173
201005	254
201004	183
201003	131
201002	565
201001	285
201111	122
200604	40
201009	138
201110	127
200309	14
200605	44
200303	8
200302	10
200301	21
200307	9
200306	8
200305	4
200304	3
200112	3
200110	6
200111	5
200912	160
200607	35
200910	51
200911	51
200602	23
200603	20
200601	65
200608	41
200609	44
200204	2
201508	278
201509	302
201502	167
201503	171
201501	176
201506	143
201507	215
201504	187
201505	115
200109	4
200108	3
201210	127
200205	3
200101	26
200103	3
201211	64
200512	21
200104	2
200107	7
200511	20
200901	84
201106	90
201610	281
200902	71
200905	43
200610	35
200907	47
201510	218
200909	68
200908	60
200208	1
201512	261
200202	5
200203	13
200201	12
201212	121
200207	4
201108	86
201109	90
201511	264
201107	102
201104	114
201105	109
201102	110
201103	129
201101	183
