date	duns_product_hits
200509	2
200502	2
201601	11
201603	13
201602	3
201605	12
201604	13
201607	13
201606	9
201609	5
201608	5
201204	2
201205	1
200210	1
201207	4
201201	4
201203	7
201202	7
201209	3
201110	1
201112	6
200809	1
200801	5
200803	2
200804	1
200806	2
200401	1
200409	1
201701	21
201702	8
201703	6
200412	1
201612	4
201308	7
201411	10
201412	5
201304	2
201305	2
201306	3
201307	10
201301	13
201302	15
201303	8
201311	7
201408	13
200906	1
201107	2
200701	1
201403	8
201402	7
201401	9
201407	5
201406	21
201405	17
201404	8
201312	7
201409	9
201310	8
201010	2
201011	6
201012	3
201410	7
200912	3
201001	3
201111	1
200910	3
201008	2
200606	2
200604	1
200911	4
200602	1
200601	3
200608	1
200609	2
201508	7
201509	22
201502	7
201503	13
201501	8
201506	7
201507	6
201504	11
201505	5
201109	3
200511	1
200901	3
201106	1
201610	10
201611	3
200905	2
200904	1
200907	4
200612	2
200909	1
201512	9
201212	11
201210	1
201211	2
201511	9
201510	10
201104	9
201105	4
201102	1
201103	4
201101	5
