date	duns_product_hits
200509	2
200508	5
200505	5
200504	3
200507	3
200506	4
200501	35
200503	1
200502	2
201601	108
201603	273
201602	134
201605	140
201604	95
201607	111
201606	173
201609	95
201608	142
201006	36
201205	39
201204	39
201207	51
201206	52
201201	78
201203	48
201202	51
201111	46
201110	43
201112	39
200001	20
200002	3
200004	1
200005	1
200006	6
200007	2
200008	4
200009	1
200808	47
200809	33
200801	42
200802	20
200803	27
200804	34
200805	41
200806	58
200807	37
200206	2
200404	4
200405	5
200406	4
200407	2
200401	31
200402	4
200403	7
200408	5
200012	4
200011	3
200010	3
200209	4
200812	49
200811	16
200810	35
201008	34
200210	5
201701	151
201702	78
201703	52
201704	35
200308	5
200412	7
200411	4
200410	3
200105	4
200710	24
200711	22
200712	25
200107	2
200106	4
200901	56
201308	59
201411	78
201412	71
201304	49
201305	59
201306	53
201307	49
200903	28
201302	53
201303	52
200902	31
200905	21
201409	69
200904	20
201408	90
200612	26
201107	30
200709	29
200708	33
200707	33
200706	28
200705	36
200704	28
200703	29
200702	17
200701	45
201403	62
201402	42
201401	65
201407	68
201406	78
201405	62
201404	61
201312	50
201311	39
201310	48
200212	6
201010	23
201011	32
201012	33
200310	2
200311	2
200312	10
200409	6
200102	5
201410	70
201309	56
201007	27
200912	27
201005	30
201004	36
201003	33
201002	21
201001	54
201209	55
200910	23
201009	21
201208	50
200309	3
200911	18
200303	5
200302	5
200301	12
200307	3
200306	2
200305	5
200304	1
200112	6
200110	6
201301	69
200606	27
200607	20
200604	20
200605	26
200602	22
200603	30
200601	58
200608	18
200609	26
200204	2
201508	132
201509	156
201502	67
201503	69
201501	96
201506	65
201507	76
201504	80
201505	58
200109	4
200108	6
201210	47
200205	3
200101	24
200103	5
201109	54
200512	24
200104	5
200510	3
200511	17
201612	96
201106	33
201610	158
201611	71
200611	24
200610	28
200907	22
200906	20
200909	28
200908	23
200208	5
201105	33
200202	1
200203	1
200201	15
201212	54
201108	36
201211	50
201511	134
201510	95
201104	43
201512	134
201102	22
201103	27
201101	70
