date	duns_product_hits
201601	38
201603	46
201602	45
201605	40
201604	15
201607	22
201606	33
201609	13
201608	39
201205	1
201204	3
201207	1
201206	3
201201	1
201203	2
201111	4
201208	3
201112	2
200808	1
200801	1
200807	2
200812	2
201610	23
201701	41
201702	16
201703	50
201704	30
200710	1
200712	2
201612	18
201410	22
201411	20
201412	13
201304	1
201305	2
201306	1
201307	10
201301	6
201302	6
201303	4
201409	11
201310	9
200705	1
201110	5
200701	2
201403	8
201402	8
201401	10
201407	22
201406	14
201405	3
201404	8
201312	8
201311	5
201408	22
201011	1
201012	5
201308	6
201309	3
201006	5
201005	1
201004	2
201003	2
201002	4
201008	2
200910	1
201508	20
201509	54
201502	24
201503	23
201501	15
201506	14
201507	21
201504	23
201505	17
201109	3
200901	5
201511	35
200903	4
201611	21
200905	3
201510	11
200908	6
201512	28
201212	1
201210	1
201211	1
201106	1
201107	6
201104	2
201105	5
201103	1
201101	7
