date	duns_product_hits
201408	1
200811	1
201701	5
200712	1
201305	4
201208	4
200805	2
201601	6
201603	10
201602	5
201605	4
201604	11
201607	4
201606	4
201609	1
201608	5
201301	3
201008	1
200709	1
201403	10
201402	9
201401	15
201407	4
201406	8
201404	11
201312	7
201311	19
201310	16
201207	1
201508	25
201509	11
201201	3
201203	2
201502	18
201503	7
201501	1
201209	1
201507	5
201504	10
201505	5
201101	1
200810	1
200511	1
201612	1
201010	2
201610	18
200905	3
201011	3
201506	1
200601	1
200806	1
201007	1
201206	1
201410	4
201309	4
201412	3
201304	2
200801	1
201306	1
200604	1
201009	5
201103	1
201212	4
201106	1
201211	4
201511	6
201510	8
200602	1
201512	5
201409	10
201111	3
