date	duns_product_hits
200110	1
201601	3
201603	1
201602	1
201605	2
201604	1
201607	7
201606	18
201609	2
201608	3
201303	1
201403	1
201402	2
201701	1
201702	2
201703	7
201704	1
201205	1
201204	1
201206	2
201201	1
201203	3
201010	3
201011	8
201012	7
201501	2
201111	3
201110	2
201504	20
201505	3
201109	1
201105	1
201612	6
201502	2
201510	1
200909	1
200908	2
201002	2
201007	3
200809	2
201004	1
201410	2
201411	3
201304	1
201305	2
201009	1
201008	12
201106	2
201108	4
201312	3
201511	4
201107	1
201104	1
201112	3
201102	2
201103	1
201101	1
