date	duns_product_hits
200505	1
200501	1
201601	265
201603	327
201602	227
201605	284
201604	252
201607	328
201606	329
201609	188
201608	297
201205	42
201204	59
201207	70
201206	65
201201	47
201203	62
201202	65
201209	84
201110	65
201112	38
200809	1
200805	1
200807	1
200404	1
200405	1
200012	1
201510	200
200812	5
200811	5
200810	1
201008	17
201701	299
201702	172
201703	193
201704	78
201612	191
201410	185
201309	99
201412	155
201304	86
201305	82
201306	103
201307	76
200903	35
201302	70
201303	97
200902	21
201311	96
201408	185
200704	1
200701	2
201403	131
201402	99
201401	181
201407	162
201406	151
201405	165
201404	157
201312	149
201409	130
201310	97
201010	17
201011	34
201012	5
201308	87
201411	221
201007	17
201006	10
201005	20
201004	17
201003	23
201002	12
201001	20
201111	47
201009	9
201208	75
201301	99
200912	9
200910	1
200609	2
201508	302
201509	289
201502	217
201503	241
201501	200
201506	235
201507	264
201504	246
201505	160
201210	89
201109	32
200901	25
201511	207
201610	302
201611	253
200905	33
200904	30
200907	1
200906	27
200909	3
201512	246
201212	83
201108	40
201211	87
201106	30
201107	26
201104	39
201105	34
201102	17
201103	34
201101	7
