date	duns_product_hits
200501	2
200503	3
201601	80
201603	104
201602	104
201605	70
201604	69
201607	37
201606	59
201609	38
201608	77
201205	40
201204	28
201207	62
201206	29
201201	65
201203	39
201202	22
201209	49
201208	43
201112	32
200808	8
200809	1
200612	1
200801	10
200802	3
200803	7
200804	6
200805	13
200806	9
200807	7
200407	2
200401	5
200211	1
200010	1
200812	7
200811	4
200810	5
201701	71
201702	37
201703	30
201704	6
200410	1
200710	2
200711	4
200712	7
200901	7
201410	33
201411	16
201412	24
201304	32
201305	84
201306	64
201307	93
201301	29
201302	31
201303	49
200902	1
201409	28
200610	8
201310	48
200906	5
200903	1
200709	1
200708	1
200707	1
200706	8
200705	9
200704	2
200702	5
200701	11
201403	85
201402	57
201401	21
201407	44
201406	83
201405	105
201404	83
201312	57
201311	27
201408	59
200212	1
201010	41
201011	48
201012	47
200310	1
200312	1
201308	65
201309	62
201007	32
201006	24
201005	19
201004	23
201003	31
201002	14
201001	53
201111	15
201009	58
201008	22
200301	1
200110	2
200111	1
200912	57
200910	17
200911	24
200603	2
200601	3
200609	1
201508	57
201509	95
201502	39
201503	38
201501	58
201506	77
201507	71
201504	55
201505	83
201108	29
200101	3
201110	17
201109	42
200512	1
200511	1
201612	26
201511	101
201610	33
201611	44
200611	2
200904	2
200907	2
201107	19
200909	2
200908	6
201105	26
201212	45
201210	51
201211	24
201106	29
201510	63
201104	19
201512	74
201102	28
201103	24
201101	49
