date	duns_product_hits
200606	7
200509	1
200507	3
200506	1
200501	2
200503	1
201601	156
201603	277
201602	188
201605	199
201604	267
201607	202
201606	288
201609	133
201608	204
201205	74
201204	89
201207	126
201206	87
201201	124
201203	120
201202	126
201209	132
201208	109
201112	92
200808	28
200809	24
200801	15
200802	9
200803	9
200804	11
200805	8
200806	15
200807	23
200406	1
200401	1
200408	1
200812	22
200811	17
200810	34
201701	214
201702	91
201703	104
201704	63
200702	10
200710	6
200711	10
200712	11
201612	180
201410	206
201309	101
201412	161
201304	160
201305	139
201306	124
201307	179
201301	207
201302	195
201303	200
200902	21
200611	5
201311	95
200610	2
201310	66
200612	2
200903	20
201107	103
200709	10
200708	9
200707	7
200706	5
200705	12
200704	12
200703	12
201110	67
200701	10
201403	138
201402	90
201401	118
201407	162
201406	231
201405	225
201404	213
201312	108
201409	180
201408	225
201010	127
201011	113
201012	98
201308	127
201411	214
201007	90
201006	91
201005	71
201004	40
201003	37
201002	46
201001	105
201111	63
200910	62
201009	100
201008	95
200605	4
200301	1
200912	45
200607	14
200604	2
200911	46
200602	5
200601	2
200608	2
200609	2
201508	239
201509	249
201502	198
201503	179
201501	205
201506	232
201507	213
201504	255
201505	179
201210	167
200205	1
201211	101
200512	2
200510	1
200901	70
201106	92
201610	131
201611	147
200905	20
200904	19
200907	42
200906	28
200909	29
200908	47
201105	118
201212	149
201108	118
201109	82
201511	202
201510	197
201104	178
201512	201
201102	124
201103	159
201101	121
