date	duns_product_hits
200211	78
200509	199
200508	242
200505	209
200504	122
200507	205
200506	214
200501	840
200503	175
200502	108
201601	2189
201603	3676
201602	2114
201605	1965
201604	999
201607	2052
201606	3065
201609	1610
201608	2215
201205	727
201204	691
201207	726
201206	729
201201	1588
201203	660
201202	592
201209	753
201110	587
201112	758
200001	723
200002	84
200003	111
200004	95
200005	109
200006	108
201006	562
200008	93
200009	100
200808	585
200809	510
200801	1257
200802	406
200803	443
200804	500
200805	537
200806	534
200807	490
200206	121
200404	118
200405	126
200406	124
200407	112
200401	675
200402	105
200403	100
200408	181
200012	171
200011	85
200010	84
200209	97
200410	112
200812	620
200811	387
200810	477
201008	579
200210	86
201701	2917
201702	786
201703	730
201704	369
200308	120
200412	210
200411	130
200102	102
200105	124
200710	450
200711	426
200712	548
200510	235
200106	115
200901	1244
201308	858
201411	903
201412	958
201304	776
201305	800
201306	744
201307	818
201301	1530
201302	665
201303	781
200902	426
201312	879
200905	454
201409	952
200610	436
201310	765
200612	457
200903	457
201107	571
200709	452
200708	530
200707	456
200706	505
200705	505
200704	429
200703	511
200702	446
200701	1269
201403	775
201402	755
201401	1590
201407	836
201406	851
201405	860
201404	852
201210	758
201311	748
201408	1017
200212	166
201010	555
201011	450
201012	604
200310	109
200311	87
200312	199
200409	109
201410	1185
201309	795
201007	488
200912	538
201005	471
201004	500
201003	529
201002	452
201001	1315
201111	646
200604	379
201009	490
201208	770
200309	107
200605	402
200303	114
200302	97
200301	714
200307	94
200306	149
200305	123
200304	87
200112	186
200110	105
200111	67
200606	448
200607	382
200910	431
200911	437
200602	358
200603	427
200601	1120
200608	385
200609	393
200007	81
201508	1999
201509	3104
201502	960
201503	956
201501	1697
201506	1086
201507	1267
201504	1148
201505	1008
200109	125
200108	109
201108	664
200205	116
200101	747
200103	94
201211	667
200512	454
200104	108
200107	91
200511	299
201612	1774
201106	643
201610	2578
201611	1277
200611	361
200904	475
200907	524
200906	501
200909	477
200908	502
200208	108
201105	628
200202	103
200203	95
200201	621
201212	877
200207	75
200204	89
201109	643
201511	2157
201510	1553
201104	490
201512	2359
201102	463
201103	579
201101	1344
