date	duns_product_hits
200606	8
200509	1
200504	4
200507	4
200506	1
200501	13
200503	3
201601	62
201603	109
201602	89
201605	90
201604	86
201607	54
201606	115
201609	40
201608	85
201204	26
201205	40
200210	2
201207	21
201206	23
201201	65
201203	25
201202	26
201111	24
201208	31
201112	15
200001	2
200004	1
200008	1
200808	10
200809	4
200801	17
200802	11
200803	3
200804	3
200805	9
200806	7
200807	5
200406	3
200407	1
200401	4
200408	1
200012	1
200812	1
200811	1
200810	5
201701	117
201702	69
201703	39
201704	4
200702	4
200710	1
200711	4
200712	3
200106	1
200901	36
201308	42
201411	32
201412	37
201304	22
201305	38
201306	30
201307	29
200903	10
201302	22
201303	31
200902	3
200905	29
201409	41
200610	5
201310	28
200612	4
201107	41
200709	7
200708	7
200707	6
200706	9
200705	5
200704	19
200703	10
201110	26
200701	12
201403	44
201402	25
201401	64
201407	54
201406	50
201405	63
201404	24
201312	31
201311	30
201408	54
201010	22
201011	33
201012	44
200310	1
200311	2
200312	1
201105	37
201410	56
201309	43
201007	17
201006	18
201005	26
201004	17
201003	12
201002	11
201001	30
201209	13
200910	16
201009	12
201008	20
200308	3
200301	5
200307	1
200306	1
200304	1
201301	46
200912	23
200607	6
200604	7
200605	11
200602	9
200603	1
200601	16
200911	23
200608	3
200609	9
201508	76
201509	85
201502	41
201503	65
201501	70
201506	59
201507	50
201504	62
201505	39
200109	2
201108	51
200101	4
201109	27
200512	11
200511	4
201612	67
201106	43
201610	86
201611	69
200611	5
200904	30
200907	16
200906	30
200909	25
200908	38
200209	2
200203	1
200201	2
201212	28
201210	30
201211	24
201511	87
201510	59
201104	53
201512	66
201102	58
201103	56
201101	59
