date	duns_product_hits
200606	1
201703	1
200601	1
200503	1
201601	6
201603	4
201605	3
200806	2
201607	4
201606	2
201609	1
201008	8
201110	1
200609	1
201403	2
201402	1
201401	1
201407	5
201405	4
201404	1
201312	2
201702	6
201408	4
201704	2
200211	1
201508	6
201509	4
200903	1
201009	5
201010	8
201211	1
201501	4
201111	1
201507	1
201112	1
200001	1
200912	1
200004	1
201001	2
200006	1
200809	1
200008	1
201109	4
200107	1
200901	1
201106	2
201610	11
201611	4
201107	1
201003	1
200808	1
201006	1
201105	5
201308	3
201411	3
201412	1
200801	1
201306	1
201307	3
200804	1
201301	1
201302	1
200807	3
200203	1
200902	1
201612	4
201701	7
201511	5
201510	3
200301	3
201512	8
200305	1
201101	1
