date	duns_product_hits
200501	1
201601	44
201603	28
201602	28
201605	46
201604	29
201607	26
201606	37
201609	8
201608	30
201205	3
201207	7
201206	5
201201	7
201203	2
201202	1
201209	7
201208	1
201112	3
200008	1
200009	2
200804	3
200805	1
200806	1
200401	4
201701	84
201702	30
201703	45
201704	17
201402	14
200107	1
200901	3
201410	27
201411	10
201412	18
201304	11
201305	14
201306	9
201307	7
201301	20
201302	18
201303	11
201611	19
201409	14
201408	9
200906	1
200707	2
200703	2
200702	2
200701	3
201403	6
200211	2
201401	27
201407	7
201406	13
201405	9
201404	8
201312	6
201311	7
201310	13
201010	1
201011	2
201012	1
201308	13
201309	14
201003	2
201002	1
201001	4
201009	3
201110	5
200302	1
200301	3
200306	1
200112	1
200606	2
200910	1
200911	2
200609	2
201508	20
201509	40
201502	10
201503	18
201501	32
201506	36
201507	18
201504	24
201505	25
201108	1
201211	15
200512	1
200510	1
201612	20
201610	34
200902	2
200905	2
200610	1
201107	3
200201	1
201212	6
201210	4
201109	2
201511	52
201510	39
201104	3
201512	51
201102	3
201103	11
201101	13
