date	duns_product_hits
200509	11
200508	19
200505	9
200504	5
200507	9
200506	9
200501	25
200503	4
201601	97
201603	174
201602	104
201605	103
201604	52
201607	113
201606	148
201609	73
201608	127
201205	78
201204	82
201207	81
201206	56
201201	112
201203	58
201202	70
201111	70
201208	75
201112	61
200001	5
200002	1
200004	2
200005	1
200006	2
200009	1
200808	37
200809	41
200801	79
200802	35
200803	31
200804	39
200805	20
200806	16
200807	24
200404	5
200405	3
200406	2
200407	3
200401	9
200402	2
200211	3
200408	3
200012	3
200010	4
200812	33
200811	40
200810	38
201008	67
201701	121
201702	41
201703	88
201704	43
200308	3
200412	4
200411	2
200410	3
200710	50
200711	26
200712	22
201109	92
200511	20
201612	88
201410	81
201309	53
201412	74
201304	69
201305	45
201306	40
201307	43
201301	100
201302	62
201303	82
200902	52
200611	13
201409	32
200904	17
201408	55
200906	39
200903	22
201107	89
200709	58
200708	54
200707	40
200706	29
200705	28
200704	33
200703	20
200702	25
200701	58
201403	52
201402	46
201401	74
201407	55
201406	49
201405	49
201404	50
201312	84
201311	52
201310	41
200212	4
201010	101
201011	80
201012	67
200310	3
200311	2
200312	2
200912	57
200409	4
201308	55
201411	52
201007	64
201006	54
201005	66
201004	73
201003	61
201002	53
201001	90
201209	68
200604	14
201009	48
201110	68
200309	2
200605	15
200301	10
200307	4
200305	3
200304	2
200112	2
200110	1
200606	17
200607	14
200910	41
200911	52
200602	11
200603	12
200601	24
200608	27
200609	21
200204	3
201508	121
201509	160
201502	60
201503	69
201501	90
201506	46
201507	75
201504	82
201505	49
200109	4
200108	3
201108	105
200205	4
200101	8
200103	1
200102	1
200512	12
200510	4
200106	4
200901	90
201106	81
201610	137
201611	65
200905	30
200610	28
200907	36
200612	23
200909	53
200908	30
201105	97
200203	2
200201	10
201212	77
200207	1
201210	82
201211	70
201511	123
201510	99
201104	68
201512	113
201102	64
201103	138
201101	76
