date	duns_product_hits
201601	22
201603	52
201602	36
201605	17
201604	4
201607	34
201606	45
201609	26
201608	34
201205	2
201204	6
201207	2
201206	3
201201	12
201203	4
201202	7
201111	3
201112	4
200808	2
200801	2
200802	2
200803	1
200807	1
200404	1
200812	1
201701	66
201702	8
201703	4
200411	1
201410	13
201309	3
201412	6
201304	4
201305	5
201306	10
201307	8
200903	1
201302	11
201303	6
200905	2
201409	6
200904	3
201408	16
200906	1
200704	1
200703	1
200701	1
201403	14
201402	3
201401	7
201407	6
201406	17
201405	10
201404	13
201312	6
201311	3
201310	1
201010	16
201011	21
201012	15
201308	10
201411	13
201007	10
201006	4
201005	4
201004	3
201001	3
201209	2
201009	9
201008	15
201301	13
200910	4
200605	1
201508	29
201509	32
201502	2
201503	9
201501	9
201506	5
201507	7
201504	1
201505	12
201108	2
201612	16
201511	25
201610	20
201611	9
200611	1
200610	1
201510	13
200909	2
200908	1
200201	1
201212	3
201210	1
201211	5
201106	4
201107	2
201104	5
201512	23
201102	2
201103	2
201101	12
