date	duns_product_hits
200508	1
200505	1
200501	2
200502	1
201601	46
201603	40
201602	38
201605	44
201604	29
201607	34
201606	81
201609	23
201608	38
201205	29
201204	52
201207	12
201206	17
201201	71
201203	55
201202	43
201209	16
201208	19
201112	46
200003	1
201006	4
200808	3
200801	4
200802	2
200803	4
200804	7
200805	12
200806	2
200807	3
200401	2
200812	9
200811	1
200810	1
201008	4
201701	73
201702	44
201703	36
201704	11
200412	1
200410	2
200710	3
200711	9
200712	14
200106	1
200901	10
201308	20
201309	28
201412	21
201304	13
201305	23
201306	15
201307	21
201301	28
201302	22
201303	33
200902	1
201409	25
200610	4
201310	39
200906	7
200903	1
201107	23
200709	5
200708	3
200707	9
200706	1
200705	5
200704	2
200702	1
201403	42
201402	23
201401	60
201407	64
201406	36
201405	40
201404	48
201312	46
201311	51
201408	76
200212	1
201010	2
201011	1
201012	3
200310	1
201410	30
201411	44
201007	17
200912	9
201005	1
201003	4
201001	5
201111	26
201009	5
201110	31
200911	1
200301	1
200112	1
200606	6
200607	1
200604	4
200605	6
200602	7
200603	4
200601	9
200608	1
200609	6
201508	49
201509	47
201502	35
201503	49
201501	24
201506	41
201507	35
201504	81
201505	62
201108	10
200101	1
201109	10
200512	1
200510	4
200511	3
201612	28
201106	19
201610	31
201611	30
200905	16
200904	6
200907	5
200612	4
200909	14
200908	2
201105	14
200201	2
201212	36
201210	19
201211	25
201511	37
201510	33
201104	8
201512	34
201102	6
201103	18
201101	18
