date	duns_product_hits
201312	1
201503	2
201507	2
201606	9
201208	6
201004	1
201601	7
201603	11
201602	4
201605	8
201604	7
201607	9
201608	7
201609	1
200706	1
201008	2
201702	1
200701	1
201403	4
201401	8
201407	11
201406	5
201405	4
201404	12
201701	9
201311	1
201408	9
201207	4
201205	1
201508	10
201206	1
201201	2
201203	2
201202	4
201010	3
201011	1
201012	2
201501	6
201209	11
201110	3
201504	10
201505	1
201108	13
201211	6
201509	8
201612	3
201502	2
201610	8
201611	1
201107	4
201409	11
201506	2
201112	1
201309	1
200808	2
201006	3
200908	1
201105	4
201410	22
201411	16
201412	21
201304	7
201305	4
201306	4
201307	4
201301	7
201302	7
201303	8
201212	4
201210	4
201109	4
201511	6
201510	14
201512	10
201103	2
201101	4
