date	duns_product_hits
200507	1
201601	34
201603	57
201602	45
201605	40
201604	24
201607	36
201606	53
201609	46
201608	39
201205	2
201207	18
201206	13
201201	15
201203	2
201202	4
201111	15
201208	22
201112	7
200808	3
200801	2
200405	3
200401	1
200403	2
201701	47
201702	16
201703	10
201704	7
200102	2
200901	2
201410	18
201309	11
201412	27
201304	8
201305	21
201306	12
201307	21
201301	8
201302	1
201303	6
201311	10
201310	14
201110	8
201403	31
201402	14
201401	10
201407	31
201406	39
201405	20
201404	23
201312	12
201409	31
201408	31
201010	24
201011	15
201012	11
201308	19
201411	13
201007	6
201006	5
201005	10
201004	10
201003	8
201002	12
201001	11
201209	25
201009	14
201008	14
200111	1
200912	1
200605	1
201508	36
201509	44
201502	23
201503	20
201501	31
201506	15
201507	40
201504	37
201505	20
201108	5
200101	1
201109	5
200511	1
201612	44
201106	1
201610	41
201611	34
201107	3
201512	35
201212	7
201210	11
201211	8
201511	34
201510	27
201104	3
201105	7
201102	6
201103	12
201101	9
