date	duns_product_hits
200606	49
200509	4
200508	5
200505	15
200504	7
200507	15
200506	11
200501	41
200503	7
200502	8
201601	301
201603	282
201602	248
201605	253
201604	230
201607	169
201606	240
201609	127
201608	185
201205	217
201204	263
201207	165
201206	186
201201	433
201203	331
201202	263
201111	287
201110	258
201112	260
200001	14
200002	4
200003	4
200006	4
200008	3
200009	2
200808	118
200809	75
200801	112
200802	65
200803	48
200804	61
200805	65
200806	76
200807	58
200206	9
200404	10
200405	8
200406	2
200407	9
200401	15
200402	2
200211	2
200408	18
200409	2
200011	3
200010	2
200209	5
201510	199
200812	105
200811	44
200810	76
200210	2
201701	216
201702	148
201703	98
201704	48
200412	9
200411	7
200102	5
200403	1
200710	73
200711	84
200712	53
200107	2
200106	3
200901	170
201410	376
201309	299
201412	270
201304	270
201305	249
201306	311
201307	362
201301	253
201302	235
201303	320
201611	166
200611	60
201409	312
200904	74
201310	303
200612	67
200903	93
200709	51
200708	60
200707	59
200706	76
200705	61
200704	70
200703	54
200702	48
200701	119
201403	471
201402	340
201401	366
201407	331
201406	341
201405	406
201404	395
201312	258
201311	266
201408	413
200212	11
201010	209
201011	172
201012	198
200310	7
200311	8
200312	5
200012	10
201308	308
201411	328
201007	171
201006	190
201005	181
201004	185
201003	207
201002	112
201001	138
201209	244
200604	31
201009	220
201008	159
200309	4
200308	11
200303	7
200302	4
200301	21
200307	5
200306	3
200305	1
200304	6
200112	3
200110	4
200111	5
201208	148
200912	143
200607	41
200910	132
200605	33
200602	46
200603	49
200601	64
200911	93
200608	53
200609	54
201508	265
201509	231
201502	311
201503	254
201501	320
201506	202
201507	522
201504	785
201505	220
200109	2
200108	1
201210	190
200205	6
200101	14
200103	3
201211	239
200512	49
200104	5
200510	8
200511	24
201612	168
201511	214
201610	156
200902	99
200905	91
200610	46
200907	134
200906	90
200909	101
200908	153
200208	3
201105	238
200410	4
200202	2
200203	6
200201	12
201212	201
200207	2
201108	240
201109	277
201106	186
201107	170
201104	186
201512	303
201102	168
201103	232
201101	262
