date	duns_product_hits
200211	1
200509	17
200508	21
200505	11
200504	7
200507	6
200506	12
200501	74
200503	11
200502	7
201601	405
201603	647
201602	430
201605	457
201604	276
201607	338
201606	649
201609	275
201608	437
201205	128
201204	118
201207	131
201206	139
201201	214
201203	619
201202	173
201111	293
201208	335
201112	416
200001	21
200002	3
200003	2
200004	3
200005	2
200006	5
201006	635
200008	4
200009	5
200808	101
200809	70
200801	119
200802	58
200803	55
200804	48
200805	56
200806	68
200807	88
200206	4
200404	8
200405	13
200406	7
200407	8
200401	61
200402	6
200403	8
200408	15
200012	9
200011	1
200010	4
200209	6
200812	47
200811	34
200810	60
201008	91
200210	3
201701	559
201702	152
201703	173
201704	80
200308	9
200412	21
200411	4
200410	9
200512	22
200710	37
200711	62
200712	63
200107	3
200511	16
200901	113
201410	367
201411	280
201412	181
201304	181
201305	195
201306	163
201307	190
201301	271
201302	167
201303	167
200902	55
200905	34
201311	174
200904	50
201408	256
200906	36
200903	47
201107	93
200709	46
200708	53
200707	59
200706	51
200705	57
200704	34
200703	55
200702	40
200701	106
201403	171
201402	172
201401	252
201407	216
201406	176
201405	200
201404	202
201312	178
201409	245
201310	174
200212	7
201010	86
201011	260
201012	386
200310	2
200311	3
200312	18
200409	11
200102	2
201308	180
201309	182
201007	82
200912	97
201005	698
201004	740
201003	71
201002	364
201001	326
201209	640
200910	27
201009	727
201110	128
200309	9
200911	36
200303	6
200302	8
200301	36
200307	3
200306	8
200305	5
200304	7
200112	6
200110	5
200111	7
200606	31
200607	24
200604	32
200605	37
200602	21
200603	25
200601	88
200608	39
200609	29
200204	1
200007	3
201508	363
201509	577
201502	181
201503	214
201501	293
201506	225
201507	257
201504	267
201505	225
200109	4
200108	2
201108	172
200205	5
200101	23
200103	4
201109	199
200105	5
200104	2
200510	7
200106	5
201612	371
201106	167
201610	484
201611	306
200611	28
200610	32
200907	49
200612	51
200909	43
200908	55
200208	11
201105	444
200202	3
200203	4
200201	30
201212	155
200207	6
201210	166
201211	148
201511	392
201510	326
201104	899
201512	406
201102	822
201103	556
201101	178
