date	duns_product_hits
200508	2
200501	2
201601	709
201603	868
201602	645
201605	725
201604	649
201607	803
201606	874
201609	650
201608	886
201205	97
201204	57
201207	47
201206	37
201201	87
201203	36
201202	47
201209	93
201208	69
201112	62
200001	1
200808	7
200809	5
200801	9
200802	3
200803	10
200804	3
200805	4
200806	4
200807	10
200405	1
200406	1
200401	1
200409	1
200011	1
201510	654
200812	10
200811	15
200810	9
201701	946
201702	669
201703	782
201704	404
200702	1
200710	4
200711	8
200712	7
201612	662
201308	167
201309	198
201412	254
201304	124
201305	138
201306	119
201307	158
201610	793
201302	105
201303	150
200902	19
200611	1
201409	234
200610	3
201408	368
200612	1
200709	3
200707	1
200706	1
200705	4
200704	4
201110	55
200701	5
201403	224
201402	172
201401	234
201407	280
201406	393
201405	248
201404	212
201312	196
201311	189
201310	188
201010	32
201011	38
201012	35
201410	240
201411	240
201007	13
201006	19
201005	13
201004	24
201003	22
201002	25
201001	40
201111	26
201009	31
201008	21
200605	1
200303	1
200305	1
201301	111
200912	36
200910	16
200911	20
200602	1
200601	1
200608	1
200609	2
201508	547
201509	735
201502	308
201503	397
201501	413
201506	501
201507	549
201504	734
201505	362
201210	87
200101	1
201211	69
200510	1
200901	26
201511	589
200903	33
201611	712
200905	19
200904	34
200907	12
200906	31
200909	18
200908	27
201512	644
200201	1
201212	110
201108	53
201109	59
201106	45
201107	60
201104	57
201105	61
201102	50
201103	50
201101	53
