date	duns_product_hits
200509	34
200508	34
200505	41
200504	20
200507	22
200506	10
200501	95
200503	26
200502	18
201601	1298
201603	1704
201602	1400
201605	1204
201604	1310
201607	1259
201606	1468
201609	1124
201608	1131
201205	628
201204	598
201207	649
201206	618
201201	937
201203	871
201202	861
201111	1315
201208	673
201112	743
200001	72
200002	8
200003	13
200004	15
200005	17
200006	13
200007	14
200008	19
200009	12
200808	303
200809	311
200801	349
200802	265
200803	300
200804	274
200805	210
200806	207
200807	303
200206	18
200404	12
200405	17
200406	23
200407	28
200401	74
200402	17
200211	15
200408	26
200409	30
200011	9
200010	8
200209	9
201510	1341
200812	430
200811	270
200810	388
200210	9
201701	1372
201702	906
201703	928
201704	472
200702	174
200308	19
200412	26
200411	16
200410	22
200105	14
200403	23
200710	357
200711	253
200712	245
200510	16
200511	174
200901	653
201308	584
201309	762
201412	632
201304	622
201305	685
201306	595
201307	668
201301	810
201302	557
201303	677
201611	913
200611	181
201311	600
200904	320
201408	1152
200906	324
200903	366
200709	203
200708	262
200707	241
200706	224
200705	276
200704	237
200703	201
201110	702
200701	262
201403	852
201402	671
201401	710
201407	657
201406	715
201405	714
201404	677
201312	591
201409	816
201310	748
200212	19
201010	618
201011	493
201012	537
200310	18
200311	7
200312	19
200912	417
200012	20
200102	12
201410	794
201411	778
201007	605
201006	624
201005	426
201004	430
201003	438
201002	326
201001	483
201209	630
200910	320
201009	472
201008	474
200309	19
200911	416
200303	13
200302	12
200301	62
200307	7
200306	12
200305	18
200304	13
200112	29
200110	10
200111	11
200606	189
200607	177
200604	154
200605	190
200602	148
200603	148
200601	274
200608	238
200609	226
200204	7
201508	1336
201509	1609
201502	769
201503	959
201501	1018
201506	1034
201507	966
201504	1109
201505	764
200109	14
200108	8
201210	760
200205	20
200101	54
200103	23
201211	556
200512	157
200104	12
200107	14
200106	8
201612	972
201106	553
201610	1226
200902	449
200905	388
200610	199
200907	271
200612	160
200909	374
200908	458
200208	13
201105	506
200202	6
200203	5
200201	60
201212	594
200207	9
201108	626
201109	605
201511	1196
201107	471
201104	418
201512	1227
201102	515
201103	581
201101	674
