date	duns_product_hits
200509	5
200508	3
200505	1
200504	1
200507	2
200501	6
201601	45
201603	76
201602	44
201605	69
201604	38
201607	31
201606	58
201609	34
201608	35
201205	26
201204	28
201207	23
201206	19
201201	40
201203	62
201202	48
201111	51
201208	18
200209	3
200808	8
200809	7
200801	21
200802	25
200803	17
200804	14
200805	1
200806	7
200807	12
200206	1
200404	1
200407	2
200401	7
200403	2
200408	3
200011	1
201510	46
200812	18
200811	15
200810	15
201008	43
201701	57
201702	24
201703	22
201704	18
200412	1
200410	1
200105	1
200710	17
200711	11
200712	11
201612	66
201410	100
201411	76
201412	40
201304	46
201305	32
201306	39
201307	17
200903	22
201302	22
201303	33
200902	10
200611	5
201409	45
200610	8
201310	46
200906	24
200709	8
200708	7
200707	6
200706	4
200705	13
200704	6
200703	14
200702	5
200701	22
201403	71
201402	52
201401	94
201407	58
201406	53
201405	68
201404	43
201312	62
201311	35
201408	59
201010	97
201011	87
201012	69
200312	4
200912	24
201308	25
201309	28
201007	97
201006	72
201005	41
201004	39
201003	33
201002	29
201001	24
201209	29
200604	9
201009	89
201110	52
200605	9
200302	1
200301	3
201112	16
200307	2
201301	40
200606	5
200607	5
200910	20
200911	30
200602	2
200603	4
200601	6
200608	4
200609	10
200204	1
201508	70
201509	70
201502	48
201503	63
201501	64
201506	93
201507	88
201504	70
201505	60
201108	84
200205	1
201109	82
200512	2
200510	2
200511	1
200901	27
201106	39
201610	66
201611	67
200905	27
200904	15
200907	11
200612	7
200909	37
200908	44
200208	1
201105	63
200201	3
201212	36
201210	28
201211	36
201511	43
201107	65
201104	30
201512	32
201102	39
201103	23
201101	45
