date	duns_product_hits
200211	1
200606	21
200509	2
200508	4
200505	5
200504	10
200506	9
200501	24
200503	1
201601	253
201603	275
201602	296
201605	369
201604	252
201607	199
201606	291
201609	238
201608	319
201205	139
201204	148
201207	150
201206	117
201201	217
201203	157
201202	134
201209	114
201208	179
201112	194
200001	15
200005	3
200006	2
200008	1
200009	1
200808	43
200809	65
200801	64
200802	28
200803	79
200804	58
200805	54
200806	78
200807	63
200404	7
200405	2
200406	3
200401	15
200402	1
200403	4
200408	2
200409	4
200812	70
200811	47
200810	65
201008	174
201701	325
201702	269
201703	224
201704	77
200412	2
200411	1
200410	7
200512	22
200710	38
200711	33
200712	37
200106	3
200901	104
201308	239
201411	220
201412	194
201304	150
201305	215
201306	244
201307	249
201301	185
201302	144
201303	189
200902	52
200905	80
201311	281
200610	20
201408	235
200612	20
200903	86
201107	137
200709	38
200708	48
200707	37
200706	53
200705	31
200704	34
200703	34
200702	32
200701	58
201403	259
201402	284
201401	259
201407	257
201406	241
201405	279
201404	282
201312	270
201409	188
201310	262
201010	167
201011	156
201012	186
200311	6
200312	1
200012	2
200102	1
201410	266
201309	194
201007	139
201006	164
201005	158
201004	201
201003	204
201002	120
201001	182
201111	150
200604	29
201009	137
201110	104
200309	3
200308	4
200303	2
200302	1
200301	17
200307	2
200306	6
200305	6
200304	1
200112	2
200912	143
200607	26
200910	131
200605	15
200602	28
200603	33
200601	39
200911	128
200608	27
200609	24
201508	348
201509	377
201502	230
201503	217
201501	233
201506	310
201507	362
201504	248
201505	208
200109	4
200108	1
201108	147
200205	1
200101	11
200103	2
201109	130
200105	3
200511	15
201612	272
201106	104
201610	260
201611	211
200611	27
200904	106
200907	76
200906	35
200909	129
200908	112
201105	137
200202	3
200201	8
201212	180
200207	2
201210	135
201211	139
201511	377
201510	304
201104	116
201512	347
201102	122
201103	104
201101	166
