date	duns_product_hits
201312	12
201310	13
200811	2
200402	1
201112	1
200601	2
200501	2
201301	1
201601	12
200910	2
201602	3
201605	14
201604	10
201607	7
201606	6
201609	4
201608	4
200702	1
200608	1
201401	2
201407	3
201405	1
201404	6
201701	17
201311	13
201703	11
201704	4
201207	1
201205	1
201508	11
201206	2
201201	1
201503	6
201012	1
201501	2
201209	1
201507	20
201504	10
201505	4
201108	5
201306	1
201006	2
201408	3
201109	2
201509	20
200908	1
201612	13
201106	2
201610	15
201611	12
200611	1
201305	5
200907	1
201107	2
201409	1
200301	1
201002	1
200901	3
201005	1
201410	1
201309	1
201001	3
201506	2
200802	1
201307	2
201603	8
201302	1
201110	1
200911	1
201212	1
201308	2
201210	4
201211	1
201511	4
201510	2
201104	1
201512	2
201103	4
201101	2
