date	duns_product_hits
200506	1
201601	21
201603	13
201602	31
201605	27
201604	27
201607	31
201606	30
201609	5
201608	17
201205	28
201204	7
201207	13
201206	25
201201	4
201203	11
201202	8
201209	28
201110	2
200001	1
200809	1
200801	11
200802	6
200805	1
200807	2
201510	25
200811	1
201701	7
201702	13
201703	10
201704	14
200711	1
200901	3
201308	12
201309	10
201412	1
201304	4
201305	3
201306	1
201307	16
201301	7
201302	22
201303	11
200611	1
201311	27
201310	6
200708	2
200707	1
200706	1
200705	1
200701	1
201403	12
201402	4
201401	11
201407	9
201406	16
201405	14
201404	18
201312	8
201409	2
201408	4
201010	17
201011	20
201012	13
201410	16
201411	6
201007	10
201006	9
201005	1
201004	4
201003	13
201001	1
201009	23
201008	3
201208	16
200606	1
200602	1
201508	2
201509	19
201502	9
201503	20
201501	13
201506	12
201507	6
201504	17
201505	10
201210	69
201612	21
201511	31
201610	15
201611	40
200905	1
200907	4
200906	10
200908	1
201512	9
201212	2
201108	5
201211	11
201106	23
201107	8
201104	19
201105	28
201102	7
201103	12
201101	17
