date	duns_product_hits
201408	4
201601	9
200604	1
201603	15
201602	8
201605	10
201604	6
201607	7
201606	14
201609	3
201608	10
201402	2
201407	6
201406	1
201405	3
201404	5
201701	4
201409	5
201310	5
201101	1
201508	7
201509	27
201201	2
201703	1
201203	1
201502	12
201503	12
201012	1
201501	14
201506	5
201507	10
201504	14
201505	5
201011	1
200901	3
201610	2
201611	1
201412	15
201003	1
201411	14
201612	2
200908	1
201105	1
201410	16
201309	1
201001	2
201304	1
200801	1
201306	1
201307	4
200804	1
201301	4
201302	1
201208	1
201308	1
201511	13
201510	8
201512	12
200812	1
