date	duns_product_hits
201703	7
200709	1
201103	1
200501	2
201208	1
201601	31
201603	59
201602	20
201605	24
201604	17
201607	40
201606	48
201609	37
201608	33
200705	1
201110	1
200701	1
201403	2
201402	6
201401	9
201407	17
201410	22
201405	2
201404	3
201701	39
201311	6
201408	5
201704	21
201207	2
201107	5
201205	2
201204	2
201508	10
201509	49
201201	6
201203	2
201502	6
201503	7
201501	24
201506	6
201507	13
201504	9
201505	6
201209	1
200912	1
201210	1
201101	1
201211	1
201612	25
201106	9
201610	30
201611	12
200601	1
201305	2
201412	6
201310	7
201409	5
201112	1
201411	12
200808	1
200901	1
201105	1
201308	13
201309	15
201001	2
201304	7
200801	1
201306	2
201307	5
201301	8
201302	4
201303	9
201212	1
201108	3
201109	2
201511	23
201510	4
201512	34
201102	2
201702	24
200304	1
