date	duns_product_hits
201601	251
201603	365
201602	291
201605	407
201604	427
201607	209
201606	374
201609	207
201608	231
201205	26
201204	43
201207	20
201206	2
201201	34
201203	50
201202	19
201209	54
201208	28
201112	18
200808	1
200801	1
200401	1
200408	1
200012	1
201701	354
201702	367
201703	348
201704	227
200702	1
200411	1
200901	1
201410	79
201411	73
201412	97
201304	103
201305	65
201306	97
201307	136
201301	65
201302	92
201303	98
201409	49
200610	4
201408	72
200612	1
200709	1
201110	29
200701	5
201403	234
201402	302
201401	331
201407	63
201406	174
201405	192
201404	277
201312	108
201311	94
201310	123
201010	38
201011	19
201012	5
201308	108
201309	141
201007	8
201006	6
201005	4
201004	1
201003	2
201002	1
201111	11
201009	3
201008	1
200305	1
200112	1
200912	1
200910	1
200911	4
200601	2
201508	483
201509	482
201502	105
201503	141
201501	122
201506	839
201507	730
201504	300
201505	135
201210	47
201211	77
201612	342
201511	318
201610	422
201611	315
200905	1
200904	4
201510	261
200909	4
201512	298
201212	30
201108	9
201109	13
201106	30
201107	26
201104	27
201105	68
201102	2
201103	3
201101	11
