date	duns_product_hits
200507	2
201601	22
201603	51
201602	38
201605	29
201604	42
201607	47
201606	48
201609	26
201608	20
201205	5
201207	3
201206	1
201201	11
201203	15
201202	4
201111	9
201208	9
201112	6
200808	1
200801	1
200803	1
200806	1
200812	3
201701	38
201702	29
201703	30
201704	19
200712	1
201308	12
201411	12
201412	11
201304	7
201305	9
201306	3
201307	12
201301	10
201302	7
201303	11
201311	6
201310	4
200707	2
201110	14
200701	1
201403	12
201402	11
201401	14
201407	29
201406	36
201405	26
201404	22
201312	4
201409	25
201408	24
201010	10
201011	15
201012	18
201410	26
201309	11
201007	6
201006	3
201005	7
201004	2
201003	2
201209	7
201009	6
201008	8
200112	1
200910	1
200911	2
201508	30
201509	28
201502	34
201503	24
201501	32
201506	18
201507	31
201504	29
201505	13
200109	1
201108	24
200101	1
201109	24
201612	39
201106	11
201610	17
201611	28
201107	5
200909	2
200908	4
201105	1
201212	8
201210	10
201211	10
201511	23
201510	18
201104	1
201512	37
201102	7
201101	15
