date	duns_product_hits
201009	5
201408	37
201406	30
201309	45
201003	1
200601	1
201208	11
201601	24
201603	20
201602	13
201605	24
201604	22
201607	35
201606	38
201609	3
201608	22
201008	6
201702	41
201403	23
201402	28
201401	54
201407	18
201410	33
201405	6
201404	13
201701	37
201409	29
201310	47
201207	11
201205	8
201508	11
201509	26
201201	2
201703	15
201203	1
201202	1
201502	71
201503	28
201012	9
201501	80
201209	16
201507	15
201504	17
201505	12
200912	2
201108	1
201011	3
201211	14
201105	1
201612	47
201010	11
201610	35
201611	34
201412	74
201112	29
201506	15
200806	1
201411	45
201007	3
201006	1
201005	10
201004	2
201308	24
201002	3
201001	3
201206	2
201304	47
201305	28
201306	29
201307	22
200804	2
201301	15
201302	24
201303	77
201212	11
201210	17
201312	71
201511	11
201510	24
201512	16
201102	1
201311	78
201111	1
