date	duns_product_hits
200504	1
200506	1
200502	1
201601	132
201603	323
201602	173
201605	219
201604	213
201607	340
201606	295
201609	155
201608	278
201205	93
201204	175
201207	113
201206	71
201201	108
201203	130
201202	130
201111	70
201208	100
201112	59
200006	1
200808	7
200809	6
200801	2
200803	3
200804	7
200805	6
200807	3
200405	1
200211	1
200409	1
200812	51
200811	20
200810	18
201701	208
201702	156
201703	195
201704	108
200512	1
200711	4
200712	1
200901	87
201410	138
201411	173
201412	105
201304	168
201305	147
201306	129
201307	134
201301	89
201302	101
201303	142
200902	20
200905	48
201409	110
201408	145
200906	42
200709	3
200707	1
200703	1
201110	80
201403	128
201402	48
201401	103
201407	159
201406	169
201405	183
201404	162
201312	90
201311	135
201310	97
201010	141
201011	153
201012	89
201308	93
201309	140
201007	46
201006	46
201005	54
201004	112
201003	62
201002	30
201001	45
201209	91
200910	39
201009	151
201008	120
200912	24
200604	1
200911	36
200602	1
200603	5
200601	3
200609	2
201508	153
201509	187
201502	138
201503	183
201501	139
201506	138
201507	190
201504	201
201505	192
201210	120
201109	89
200105	1
201612	168
201511	282
201610	139
201611	99
200611	4
200904	30
200907	5
201510	133
200909	54
200908	14
201512	224
201212	123
201108	51
201211	117
201106	103
201107	120
201104	71
201105	122
201102	117
201103	104
201101	123
