date	duns_product_hits
201307	7
201408	19
201303	7
200508	1
201205	2
200410	1
201101	2
200501	2
201604	1
201601	8
201603	6
201602	8
201605	3
200812	1
201607	2
201606	17
201609	1
201608	3
201008	1
201110	11
200701	1
201403	57
201402	30
201401	7
201407	13
201406	15
201405	19
201404	24
201701	6
201409	14
201703	5
201704	1
201207	3
200811	1
201006	1
201210	2
201204	5
201508	19
201509	25
201201	6
201203	4
201202	9
201502	16
201503	21
201012	1
201501	14
201506	18
201208	13
201504	9
201505	9
201410	1
201209	8
201302	3
201001	2
201011	1
201612	1
201010	1
201610	6
201611	2
201107	2
201310	9
201112	3
201309	5
200808	6
201206	8
200908	1
201105	1
201308	1
201411	11
201412	9
201304	4
201305	9
201306	16
200803	1
201301	8
201009	3
201507	19
201212	2
201108	4
201312	28
201511	14
201510	14
201512	5
201311	14
201111	10
