date	duns_product_hits
200606	6
200509	2
200508	2
200505	2
200506	4
200501	13
200503	4
201601	219
201603	289
201602	233
201605	349
201604	301
201607	172
201606	452
201609	119
201608	273
201205	96
201204	57
201207	75
201206	119
201201	79
201203	39
201202	25
201209	46
201208	63
201112	47
200001	3
200008	2
200808	13
200809	11
200612	8
200801	34
200802	3
200803	10
200804	5
200805	12
200806	13
200807	11
200406	3
200401	4
200211	1
200408	1
200012	1
200812	12
200811	17
200810	14
201701	344
201702	143
201703	169
201704	94
200702	2
200410	1
200512	1
200710	4
200711	4
200712	5
201612	195
201308	93
201309	75
201412	74
201304	94
201305	134
201306	150
201307	80
201301	92
201302	35
201303	66
200902	12
200611	1
201311	68
201408	194
200906	26
200903	14
200709	8
200708	4
200707	3
200706	9
200705	7
200703	1
201110	37
200701	16
201403	79
201402	47
201401	86
201407	206
201406	210
201405	127
201404	100
201312	95
201409	114
201310	116
201010	44
201011	28
201012	28
201410	106
201411	80
201007	36
201006	91
201005	40
201004	26
201003	41
201002	16
201001	59
201111	23
200206	1
201009	28
201008	62
200309	1
200308	2
200301	1
200306	5
200305	4
200912	30
200607	3
200910	29
200605	4
200602	1
200603	3
200601	22
200911	9
200608	10
200609	3
200204	1
201508	189
201509	261
201502	40
201503	76
201501	128
201506	210
201507	183
201504	112
201505	157
201108	63
200101	2
201211	43
200105	1
200106	1
200901	43
201106	65
201610	239
201611	166
200905	30
200904	9
200907	41
201510	138
200909	24
200908	21
201512	231
200201	4
201212	62
200207	1
201210	45
201109	44
201511	186
201107	39
201104	19
201105	46
201102	28
201103	38
201101	74
