date	duns_product_hits
200606	11
200504	2
200507	1
200506	2
200501	6
200502	1
201601	244
201603	380
201602	243
201605	329
201604	328
201607	230
201606	337
201609	223
201608	276
201205	149
201204	205
201207	196
201206	184
201201	256
201203	154
201202	246
201111	275
201208	103
201112	151
200001	5
200002	1
200003	1
200004	1
200005	1
200006	1
200008	1
200808	49
200809	48
200801	31
200802	15
200803	10
200804	23
200805	19
200806	19
200807	32
200405	3
200406	1
200401	4
200402	1
200403	2
200408	1
200011	1
200812	40
200811	23
200810	43
201008	104
201701	240
201702	165
201703	115
201704	97
200308	1
200412	1
200102	1
200710	7
200711	13
200712	26
200901	144
201410	191
201309	135
201412	153
201304	132
201305	183
201306	141
201307	164
201301	149
201302	108
201303	151
200902	101
200611	13
201311	124
200610	7
201310	94
200612	10
200903	33
200709	15
200708	15
200707	14
200706	6
200705	4
200704	11
200703	10
200702	3
200701	13
201403	238
201402	98
201401	155
201407	219
201406	317
201405	284
201404	195
201312	128
201409	139
201408	235
201010	102
201011	99
201012	163
200311	2
200312	2
201308	112
201411	175
201007	93
201006	45
201005	33
201004	43
201003	74
201002	50
201001	46
201209	103
200604	3
201009	104
201110	193
200605	9
200301	1
200307	2
200110	1
200912	49
200607	5
200910	61
200911	68
200602	7
200603	3
200601	12
200608	16
200609	14
200906	36
201508	226
201509	324
201502	189
201503	171
201501	225
201506	193
201507	167
201504	235
201505	155
201108	175
200101	4
200103	1
201211	79
200107	1
200511	1
201612	173
201106	194
201610	238
201611	148
200905	30
200904	10
200907	76
201510	242
200909	57
200908	62
201105	184
200202	1
200201	2
201212	83
201210	110
201109	145
201511	219
201107	218
201104	110
201512	224
201102	150
201103	114
201101	131
