date	duns_product_hits
200406	2
201703	72
200811	2
201103	1
200504	1
201305	5
201208	8
201601	202
201603	166
201602	122
201605	156
201604	143
201607	128
201606	191
201609	91
201608	161
201008	1
201110	1
200701	1
201403	45
201402	18
201401	40
200704	1
201407	36
201406	27
201405	18
201404	30
201701	236
201409	28
201310	75
201704	55
201207	6
201107	1
201205	3
201204	1
201508	135
201509	148
201201	8
201009	2
201502	55
201503	54
201002	1
201501	78
201506	122
201507	100
201504	57
201505	97
200001	2
201001	2
201311	16
201408	69
201211	6
201612	155
201610	161
201611	106
201011	3
201308	22
201012	1
201112	1
201411	36
201206	5
201410	66
201309	96
201412	36
201304	13
201209	9
201306	12
201307	11
201108	2
201301	14
201302	4
201303	7
200202	1
201212	8
201210	13
201312	20
201511	145
201510	117
200301	1
201512	197
201102	1
201702	91
201101	4
