date	duns_product_hits
201601	16
201603	17
201602	15
201605	7
201604	8
201607	9
201606	15
201609	4
201608	7
201204	6
201207	3
201206	4
201201	19
201203	4
201202	15
201111	4
201110	1
200808	2
200801	2
200802	3
200803	1
200805	2
200806	1
200807	2
200407	2
200408	1
200812	5
200810	1
201701	13
200710	2
200711	3
200901	12
201308	9
201309	3
201412	8
201304	6
201306	1
201307	5
201301	14
201302	4
201303	5
201611	2
201311	4
200610	1
201310	5
200903	3
201107	5
200708	1
200701	3
201403	10
201402	15
201401	10
201407	6
201406	8
201405	24
201404	12
201312	6
201409	8
201408	3
201010	48
201011	24
201012	20
201410	9
201411	4
201007	41
201006	13
201005	13
201004	10
201003	9
201002	15
201001	15
201209	3
200910	4
201009	40
201008	26
200912	2
200604	1
200602	1
200603	2
200601	2
201508	8
201509	24
201502	5
201503	1
201501	16
201506	5
201507	11
201504	14
201505	9
201210	1
201211	1
201612	11
201106	6
201610	9
200902	6
200905	4
200904	3
200907	2
200906	2
200909	4
200908	2
201105	4
201212	7
201108	3
201109	5
201511	13
201510	6
201104	7
201512	11
201102	6
201103	9
201101	13
