date	duns_product_hits
200505	2
200507	2
200501	4
200502	1
201601	97
201603	100
201602	113
201605	74
201604	54
201607	107
201606	105
201609	117
201608	401
201205	7
201204	1
201207	8
201206	4
201201	2
201203	5
201202	1
201209	9
201110	6
201112	5
200001	1
200008	1
200809	1
200801	1
200802	3
200803	1
200405	1
200407	1
200401	3
201510	37
200812	1
201008	3
201701	77
201702	10
201703	18
201704	10
200712	1
200901	5
201308	16
201309	27
201412	29
201304	1
201305	9
201306	26
201307	10
201301	7
201302	5
201303	2
200902	1
201311	19
201408	19
200903	3
200709	2
200707	1
200705	1
200703	1
201403	7
201402	12
201401	8
201407	4
201406	1
201405	3
201312	11
201409	17
201310	36
201010	2
201012	2
201410	38
201411	55
201006	2
201005	3
201004	1
201002	3
201001	4
201111	2
200910	1
201009	1
201208	4
200604	1
200911	2
200602	1
201508	36
201509	50
201502	31
201503	25
201501	58
201506	57
201507	69
201504	29
201505	76
201109	2
200510	2
200511	6
201612	86
201511	79
201610	136
201611	71
200905	1
200904	2
200907	2
200612	1
200908	1
201512	98
200202	1
200201	1
201212	12
201210	7
201211	12
201106	4
201107	3
201104	4
201105	1
201102	4
201101	17
