date	duns_product_hits
200606	3
200507	2
200501	1
201601	92
201603	44
201602	53
201605	121
201604	64
201607	32
201606	91
201609	41
201608	46
201205	17
201204	25
201207	8
201206	14
201201	46
201203	36
201202	24
201111	17
201110	41
200604	2
201112	15
200808	12
200809	24
200801	17
200803	5
200804	10
200805	7
200806	5
200807	5
200401	2
200812	19
200811	5
200810	15
201701	49
201702	30
201703	11
201704	15
200712	3
200901	28
201410	57
201411	50
201412	110
201304	7
201305	11
201306	31
201307	21
201301	13
201302	14
201303	20
200902	5
201311	12
201310	45
200903	10
201107	11
200708	3
200705	1
200703	4
200701	2
201403	34
201402	23
201401	29
201407	19
201406	17
201405	44
201404	26
201312	21
201409	16
201408	34
201010	49
201011	35
201012	31
200310	1
201308	21
201309	22
201007	22
201006	64
201005	36
201004	19
201003	13
201002	39
201001	66
201209	5
200206	1
201009	35
201008	32
200301	2
201208	9
200912	51
200607	2
200910	29
200911	12
200602	3
201508	38
201509	53
201502	28
201503	19
201501	100
201506	31
201507	30
201504	54
201505	33
201210	17
201211	15
201612	32
201106	7
201610	43
201611	24
200905	20
200904	39
200907	47
200906	14
200909	51
200908	64
201512	41
201212	8
201108	21
201109	32
201511	68
201510	70
201104	25
201105	32
201102	41
201103	26
201101	33
