date	duns_product_hits
200606	7
200509	1
200508	2
200507	3
200506	5
200501	16
200503	4
200502	1
201601	686
201603	797
201602	646
201605	594
201604	492
201607	381
201606	727
201609	366
201608	558
201205	218
201204	217
201207	191
201206	213
201201	473
201203	220
201202	312
201111	257
201110	300
201112	282
200001	3
200003	1
200005	2
200808	38
200809	29
200612	12
200801	44
200802	15
200803	16
200804	18
200805	17
200806	5
200807	21
200405	4
200406	2
200407	2
200401	7
200403	1
200408	1
200209	1
200812	31
200811	25
200810	22
201008	114
201701	663
201702	326
201703	321
201704	175
200412	1
200411	1
200410	1
200710	23
200711	13
200712	17
200107	1
201612	508
201410	360
201411	329
201412	251
201304	225
201305	280
201306	271
201307	325
200903	37
201302	271
201303	257
200902	29
200611	7
201311	268
200610	7
201408	483
200906	54
200709	9
200708	9
200707	6
200706	5
200705	14
200704	8
200703	18
200702	7
200701	32
201403	311
201402	234
201401	383
201407	352
201406	306
201405	288
201404	372
201312	286
201409	294
201310	319
200212	3
201010	234
201011	234
201012	157
201308	274
201309	298
201007	86
201006	131
201005	59
201004	31
201003	46
201002	38
201001	115
201209	231
200604	5
201009	116
201208	242
200309	1
200911	44
200301	3
200307	1
201301	326
200912	53
200607	4
200910	50
200605	6
200602	13
200603	12
200601	24
200608	7
200609	11
201508	469
201509	653
201502	286
201503	339
201501	363
201506	310
201507	375
201504	346
201505	320
200108	1
201210	258
200101	2
201211	177
200512	9
200104	2
200510	2
200511	3
200901	81
201511	546
201610	647
201611	432
200905	68
200904	63
200907	33
201107	159
200909	16
200908	33
201512	740
200201	2
201212	262
201108	214
201109	243
201106	214
201510	405
201104	194
201105	175
201102	218
201103	180
201101	270
